id,x,y,deg,score
1,s1.0082754237288138465800102494540624320507049560546875,s-3.28728813559321952908476305310614407062530517578125,s0,s0.41983459533898304
2,s1.4207754237288134913086423694039694964885711669921875,s-2.78728813559321952908476305310614407062530517578125,s180,s0.41983459533898304
3,s1.8332754237288131360372744893538765609264373779296875,s-3.28728813559321952908476305310614407062530517578125,s0,s0.41983459533898304
4,s2.24577542372881300281051153433509171009063720703125,s-2.78728813559321952908476305310614407062530517578125,s180,s0.41983459533898304
5,s2.65827542372881264753914365428499877452850341796875,s-3.28728813559321952908476305310614407062530517578125,s0,s0.41983459533898304
6,s3.0707754237288131804461954743601381778717041015625,s-2.78728813559321952908476305310614407062530517578125,s180,s0.41983459533898304
7,s-3.2677245762711866206018385128118097782135009765625,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
8,s-2.855224576271186975873206392861902713775634765625,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
9,s-2.442724576271186887055364422849379479885101318359375,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
10,s-2.03022457627118679823752245283685624599456787109375,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
11,s-1.6177245762711862653304706327617168426513671875,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
12,s-1.205224576271186176512628662749193608760833740234375,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
13,s-0.79272457627118642076169408028363250195980072021484375,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
14,s-0.3802245762711862209215496477554552257061004638671875,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
15,s0.0322754237288138956518679378859815187752246856689453125,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
16,s0.444775423728813901202983061011764220893383026123046875,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
17,s0.85727542372881393450967379976646043360233306884765625,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
18,s1.2697754237288136902606083822320215404033660888671875,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
19,s1.6822754237288133349892405021819286048412322998046875,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
20,s2.09477542372881320176247754716314375400543212890625,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
21,s2.50727542372881284649110966711305081844329833984375,s-1.9872881355932199287650519181624986231327056884765625,s180,s0.41983459533898304
22,s2.9197754237288133793981614871881902217864990234375,s-2.487288135593219262631237143068574368953704833984375,s0,s0.41983459533898304
23,s-3.1167245762711868195538045256398618221282958984375,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
24,s-2.704224576271186730735962555627338588237762451171875,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
25,s-2.29172457627118664191812058561481535434722900390625,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
26,s-1.8792245762711863310556736905709840357303619384765625,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
27,s-1.4667245762711862422378317205584608018398284912109375,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
28,s-1.0542245762711861534199897505459375679492950439453125,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
29,s-0.64172457627118661971366009311168454587459564208984375,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
30,s-0.2292245762711863366067888136967667378485202789306640625,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
31,s0.1832754237288137522110531563157564960420131683349609375,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
32,s0.59577542372881364673986581692588515579700469970703125,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
33,s1.0082754237288138465800102494540624320507049560546875,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
34,s1.4207754237288134913086423694039694964885711669921875,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
35,s1.8332754237288131360372744893538765609264373779296875,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
36,s2.24577542372881300281051153433509171009063720703125,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
37,s2.65827542372881264753914365428499877452850341796875,s-1.68728813559321988435613093315623700618743896484375,s0,s0.41983459533898304
38,s3.0707754237288131804461954743601381778717041015625,s-1.18728813559321988435613093315623700618743896484375,s180,s0.41983459533898304
39,s-3.2677245762711866206018385128118097782135009765625,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
40,s-2.855224576271186975873206392861902713775634765625,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
41,s-2.442724576271186887055364422849379479885101318359375,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
42,s-2.03022457627118679823752245283685624599456787109375,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
43,s-1.6177245762711862653304706327617168426513671875,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
44,s-1.205224576271186176512628662749193608760833740234375,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
45,s-0.79272457627118642076169408028363250195980072021484375,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
46,s-0.3802245762711862209215496477554552257061004638671875,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
47,s0.0322754237288138956518679378859815187752246856689453125,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
48,s0.444775423728813901202983061011764220893383026123046875,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
49,s0.85727542372881393450967379976646043360233306884765625,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
50,s1.2697754237288136902606083822320215404033660888671875,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
51,s1.6822754237288133349892405021819286048412322998046875,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
52,s2.09477542372881320176247754716314375400543212890625,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
53,s2.50727542372881284649110966711305081844329833984375,s-0.387288135593219784436058716892148368060588836669921875,s180,s0.41983459533898304
54,s2.9197754237288133793981614871881902217864990234375,s-0.88728813559321995096951241066562943160533905029296875,s0,s0.41983459533898304
55,s-3.1167245762711868195538045256398618221282958984375,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
56,s-2.704224576271186730735962555627338588237762451171875,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
57,s-2.29172457627118664191812058561481535434722900390625,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
58,s-1.8792245762711863310556736905709840357303619384765625,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
59,s-1.4667245762711862422378317205584608018398284912109375,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
60,s-1.0542245762711861534199897505459375679492950439453125,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
61,s-0.64172457627118661971366009311168454587459564208984375,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
62,s-0.2292245762711863366067888136967667378485202789306640625,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
63,s0.1832754237288137522110531563157564960420131683349609375,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
64,s0.59577542372881364673986581692588515579700469970703125,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
65,s1.0082754237288138465800102494540624320507049560546875,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
66,s1.4207754237288134913086423694039694964885711669921875,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
67,s1.8332754237288131360372744893538765609264373779296875,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
68,s2.24577542372881300281051153433509171009063720703125,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
69,s2.65827542372881264753914365428499877452850341796875,s-0.0872881355932200175828938881750218570232391357421875,s0,s0.41983459533898304
70,s3.0707754237288131804461954743601381778717041015625,s0.41271186440677987139480364930932410061359405517578125,s180,s0.41983459533898304
71,s-3.2677245762711866206018385128118097782135009765625,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
72,s-2.855224576271186975873206392861902713775634765625,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
73,s-2.442724576271186887055364422849379479885101318359375,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
74,s-2.03022457627118679823752245283685624599456787109375,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
75,s-1.6177245762711862653304706327617168426513671875,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
76,s-1.205224576271186176512628662749193608760833740234375,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
77,s-0.79272457627118642076169408028363250195980072021484375,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
78,s-0.3802245762711862209215496477554552257061004638671875,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
79,s0.0322754237288138956518679378859815187752246856689453125,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
80,s0.444775423728813901202983061011764220893383026123046875,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
81,s0.85727542372881393450967379976646043360233306884765625,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
82,s1.2697754237288136902606083822320215404033660888671875,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
83,s1.6822754237288133349892405021819286048412322998046875,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
84,s2.09477542372881320176247754716314375400543212890625,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
85,s2.50727542372881284649110966711305081844329833984375,s1.212711864406780026826027096831239759922027587890625,s180,s0.41983459533898304
86,s2.9197754237288133793981614871881902217864990234375,s0.71271186440677969375911970928427763283252716064453125,s0,s0.41983459533898304
87,s-3.1167245762711868195538045256398618221282958984375,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
88,s-2.704224576271186730735962555627338588237762451171875,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
89,s-2.29172457627118664191812058561481535434722900390625,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
90,s-1.8792245762711863310556736905709840357303619384765625,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
91,s-1.4667245762711862422378317205584608018398284912109375,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
92,s-1.0542245762711861534199897505459375679492950439453125,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
93,s-0.64172457627118661971366009311168454587459564208984375,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
94,s-0.2292245762711863366067888136967667378485202789306640625,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
95,s0.1832754237288137522110531563157564960420131683349609375,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
96,s0.59577542372881364673986581692588515579700469970703125,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
97,s1.0082754237288138465800102494540624320507049560546875,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
98,s1.4207754237288134913086423694039694964885711669921875,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
99,s1.8332754237288131360372744893538765609264373779296875,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
100,s2.24577542372881300281051153433509171009063720703125,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
101,s2.65827542372881264753914365428499877452850341796875,s1.512711864406780737368762856931425631046295166015625,s0,s0.41983459533898304
102,s3.0707754237288131804461954743601381778717041015625,s2.01271186440678118145797270699404180049896240234375,s180,s0.41983459533898304
103,s-3.2677245762711866206018385128118097782135009765625,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
104,s-2.855224576271186975873206392861902713775634765625,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
105,s-2.442724576271186887055364422849379479885101318359375,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
106,s-2.03022457627118679823752245283685624599456787109375,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
107,s-1.6177245762711862653304706327617168426513671875,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
108,s-1.205224576271186176512628662749193608760833740234375,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
109,s-0.79272457627118642076169408028363250195980072021484375,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
110,s-0.3802245762711862209215496477554552257061004638671875,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
111,s0.0322754237288138956518679378859815187752246856689453125,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
112,s0.444775423728813901202983061011764220893383026123046875,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
113,s0.85727542372881393450967379976646043360233306884765625,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
114,s1.2697754237288136902606083822320215404033660888671875,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
115,s1.6822754237288133349892405021819286048412322998046875,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
116,s2.09477542372881320176247754716314375400543212890625,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
117,s2.50727542372881284649110966711305081844329833984375,s2.8127118644067810038222887669689953327178955078125,s180,s0.41983459533898304
118,s2.9197754237288133793981614871881902217864990234375,s2.3127118644067810038222887669689953327178955078125,s0,s0.41983459533898304
