id,x,y,deg,score
1,s-0.410519230769230691890925299958325922489166259765625,s-1.5423076923076923794297954373178072273731231689453125,s0,s0.4711538461538463
2,s0.0019807692307691367183952735331331496126949787139892578125,s-1.0423076923076923794297954373178072273731231689453125,s180,s0.4711538461538463
3,s0.4144807692307692637001537150354124605655670166015625,s-1.5423076923076923794297954373178072273731231689453125,s0,s0.4711538461538463
4,s0.8269807692307693525179956850479356944561004638671875,s-1.0423076923076923794297954373178072273731231689453125,s180,s0.4711538461538463
5,s1.2394807692307689972466278049978427588939666748046875,s-1.5423076923076923794297954373178072273731231689453125,s0,s0.4711538461538463
6,s-1.386519230769230670574643227155320346355438232421875,s-0.2423076923076923350208744523115456104278564453125,s180,s0.4711538461538463
7,s-0.97401923076923069277910371965845115482807159423828125,s-0.7423076923076923350208744523115456104278564453125,s0,s0.4711538461538463
8,s-0.5615192307692307149835642121615819633007049560546875,s-0.2423076923076923350208744523115456104278564453125,s180,s0.4711538461538463
9,s-0.1490192307692308759659027828092803247272968292236328125,s-0.7423076923076923350208744523115456104278564453125,s0,s0.4711538461538463
10,s0.2634807692307692406075148028321564197540283203125,s-0.2423076923076923350208744523115456104278564453125,s180,s0.4711538461538463
11,s0.675980769230769329425356772844679653644561767578125,s-0.7423076923076923350208744523115456104278564453125,s0,s0.4711538461538463
12,s1.0884807692307691961985938178258948028087615966796875,s-0.2423076923076923350208744523115456104278564453125,s180,s0.4711538461538463
13,s-1.2355192307692306474820043149520643055438995361328125,s0.05769230769230772326583434050917276181280612945556640625,s0,s0.4711538461538463
14,s-0.82301923076923066968646480745519511401653289794921875,s0.5576923076923077093880465326947160065174102783203125,s180,s0.4711538461538463
15,s-0.410519230769230691890925299958325922489166259765625,s0.05769230769230772326583434050917276181280612945556640625,s0,s0.4711538461538463
16,s0.0019807692307691367183952735331331496126949787139892578125,s0.5576923076923077093880465326947160065174102783203125,s180,s0.4711538461538463
17,s0.4144807692307692637001537150354124605655670166015625,s0.05769230769230772326583434050917276181280612945556640625,s0,s0.4711538461538463
18,s0.8269807692307693525179956850479356944561004638671875,s0.5576923076923077093880465326947160065174102783203125,s180,s0.4711538461538463
19,s1.2394807692307689972466278049978427588939666748046875,s0.05769230769230772326583434050917276181280612945556640625,s0,s0.4711538461538463
20,s-1.386519230769230670574643227155320346355438232421875,s1.3576923076923079758415724427322857081890106201171875,s180,s0.4711538461538463
21,s-0.97401923076923069277910371965845115482807159423828125,s0.8576923076923079758415724427322857081890106201171875,s0,s0.4711538461538463
22,s-0.5615192307692307149835642121615819633007049560546875,s1.3576923076923079758415724427322857081890106201171875,s180,s0.4711538461538463
23,s-0.1490192307692308759659027828092803247272968292236328125,s0.8576923076923079758415724427322857081890106201171875,s0,s0.4711538461538463
24,s0.2634807692307692406075148028321564197540283203125,s1.3576923076923079758415724427322857081890106201171875,s180,s0.4711538461538463
25,s0.675980769230769329425356772844679653644561767578125,s0.8576923076923079758415724427322857081890106201171875,s0,s0.4711538461538463
26,s1.0884807692307691961985938178258948028087615966796875,s1.3576923076923079758415724427322857081890106201171875,s180,s0.4711538461538463
