id,x,y,deg,score
1,s-0.79134805545750364075274774222634732723236083984375,s-0.3206563973496769914817150493036024272441864013671875,s-66.37116552785484,s0.42798244933700635
2,s-0.7677388350320042409435927766025997698307037353515625,s-0.7522486601193050237412762726307846605777740478515625,s-180.93782818451035,s0.42798244933700635
3,s-1.21084247059154659353907845797948539257049560546875,s-1.2338414602295888489180697433766908943653106689453125,s0.0473471576554636,s0.42798244933700635
4,s-1.62403316105959216741894124425016343593597412109375,s-1.193404017259350080593094389769248664379119873046875,s146.22598409421494,s0.42798244933700635
5,s-1.2745836621299224677983374931500293314456939697265625,s-1.732030536945191823150480558979324996471405029296875,s-254.18007211923424,s0.42798244933700635
6,s-0.8436747868652165749381310888566076755523681640625,s-1.74124231282582631052946453564800322055816650390625,s249.35820346184386,s0.42798244933700635
7,s-0.3420780830894309954004484097822569310665130615234375,s-0.7930950000334602290052998796454630792140960693359375,s-25.200110901651684,s0.42798244933700635
8,s-0.33778703696960743485533384955488145351409912109375,s-1.2190476275486841206685539873433299362659454345703125,s-164.81953239931866,s0.42798244933700635
9,s-1.7151108710419931124846470993361435830593109130859375,s-0.7715771913336582077391767597873695194721221923828125,s19.119088463074274,s0.42798244933700635
10,s-1.2304280627086752186727380831143818795680999755859375,s-0.32960365558977977595844777169986627995967864990234375,s65.87382029996577,s0.42798244933700635
11,s1.277420065765558998549522584653459489345550537109375,s-0.3206563973496769914817150493036024272441864013671875,s-66.37116552785484,s0.42798244933700635
12,s1.3010292861910583983586775502772070467472076416015625,s-0.7522486601193050237412762726307846605777740478515625,s-180.93782818451035,s0.42798244933700635
13,s0.857925650631516045763191868900321424007415771484375,s-1.2338414602295888489180697433766908943653106689453125,s0.0473471576554636,s0.42798244933700635
14,s0.444734960163470471883329082629643380641937255859375,s-1.193404017259350080593094389769248664379119873046875,s146.22598409421494,s0.42798244933700635
15,s0.7941844590931401715039328337297774851322174072265625,s-1.732030536945191823150480558979324996471405029296875,s-254.18007211923424,s0.42798244933700635
16,s1.225093334357846064364139238023199141025543212890625,s-1.74124231282582631052946453564800322055816650390625,s249.35820346184386,s0.42798244933700635
17,s1.7266900381336316439018219170975498855113983154296875,s-0.7930950000334602290052998796454630792140960693359375,s-25.200110901651684,s0.42798244933700635
18,s1.730981084253455204446936477324925363063812255859375,s-1.2190476275486841206685539873433299362659454345703125,s-164.81953239931866,s0.42798244933700635
19,s0.3536572501810695268176232275436632335186004638671875,s-0.7715771913336582077391767597873695194721221923828125,s19.119088463074274,s0.42798244933700635
20,s0.8383400585143874206295322437654249370098114013671875,s-0.32960365558977977595844777169986627995967864990234375,s65.87382029996577,s0.42798244933700635
21,s-0.79134805545750364075274774222634732723236083984375,s1.7481172716073849482398827603901736438274383544921875,s-66.37116552785484,s0.42798244933700635
22,s-0.7677388350320042409435927766025997698307037353515625,s1.3165250088377569159803215370629914104938507080078125,s-180.93782818451035,s0.42798244933700635
23,s-1.21084247059154659353907845797948539257049560546875,s0.8349322087274730908035280663170851767063140869140625,s0.0473471576554636,s0.42798244933700635
24,s-1.62403316105959216741894124425016343593597412109375,s0.8753696516977118591285034199245274066925048828125,s146.22598409421494,s0.42798244933700635
25,s-1.2745836621299224677983374931500293314456939697265625,s0.33674313201187000554881478819879703223705291748046875,s-254.18007211923424,s0.42798244933700635
26,s-0.8436747868652165749381310888566076755523681640625,s0.32753135613123574021443573656142689287662506103515625,s249.35820346184386,s0.42798244933700635
27,s-0.3420780830894309954004484097822569310665130615234375,s1.2756786689236017107162979300483129918575286865234375,s-25.200110901651684,s0.42798244933700635
28,s-0.33778703696960743485533384955488145351409912109375,s0.8497260414083778190530438223504461348056793212890625,s-164.81953239931866,s0.42798244933700635
29,s-1.7151108710419931124846470993361435830593109130859375,s1.2971964776234037319824210499064065515995025634765625,s19.119088463074274,s0.42798244933700635
30,s-1.2304280627086752186727380831143818795680999755859375,s1.739170013367282052740847575478255748748779296875,s65.87382029996577,s0.42798244933700635
31,s1.277420065765558998549522584653459489345550537109375,s1.7481172716073849482398827603901736438274383544921875,s-66.37116552785484,s0.42798244933700635
32,s1.3010292861910583983586775502772070467472076416015625,s1.3165250088377569159803215370629914104938507080078125,s-180.93782818451035,s0.42798244933700635
33,s0.857925650631516045763191868900321424007415771484375,s0.8349322087274730908035280663170851767063140869140625,s0.0473471576554636,s0.42798244933700635
34,s0.444734960163470471883329082629643380641937255859375,s0.8753696516977118591285034199245274066925048828125,s146.22598409421494,s0.42798244933700635
35,s0.7941844590931401715039328337297774851322174072265625,s0.33674313201187000554881478819879703223705291748046875,s-254.18007211923424,s0.42798244933700635
36,s1.225093334357846064364139238023199141025543212890625,s0.32753135613123574021443573656142689287662506103515625,s249.35820346184386,s0.42798244933700635
37,s1.7266900381336316439018219170975498855113983154296875,s1.2756786689236017107162979300483129918575286865234375,s-25.200110901651684,s0.42798244933700635
38,s1.730981084253455204446936477324925363063812255859375,s0.8497260414083778190530438223504461348056793212890625,s-164.81953239931866,s0.42798244933700635
39,s0.3536572501810695268176232275436632335186004638671875,s1.2971964776234037319824210499064065515995025634765625,s19.119088463074274,s0.42798244933700635
40,s0.8383400585143874206295322437654249370098114013671875,s1.739170013367282052740847575478255748748779296875,s65.87382029996577,s0.42798244933700635
