id,x,y,deg,score
1,s-0.47581058880368415,s0.32807377217857503,s-284.0360894875512,s0.4322986981916157
2,s-0.9964055573983439,s0.1253740186286022,s-180.36499006300886,s0.4322986981916157
3,s-1.3623616435858852,s-0.6643148761833007,s0.5442779745967512,s0.4322986981916157
4,s-1.8175076013865035,s-0.734274120387663,s159.3982871561969,s0.4322986981916157
5,s-1.3217096357300808,s-1.1845963042178893,s-249.7819667518744,s0.4322986981916157
6,s-0.6984823146501555,s-1.2529381612850485,s44.04823987798992,s0.4322986981916157
7,s-0.2923962747488982,s-0.1982188715460616,s-20.455936425241237,s0.4322986981916157
8,s-0.2917020254284447,s-1.0684904516359934,s-20.77692233070069,s0.4322986981916157
9,s-1.7799710237130344,s-0.32064079209916285,s20.20353318729981,s0.4322986981916157
10,s-1.338815480018558,s0.28719664811493034,s70.46201325093965,s0.4322986981916157
11,s-0.6841108001058218,s-0.7174816241268288,s0.2060463810585471,s0.4322986981916157
