id,x,y,deg,score
1,s-1.725499999999999811706175023573450744152069091796875,s-0.94999999999999984456877655247808434069156646728515625,s180,s0.4656973243243243
2,s-1.31299999999999972288833305356092751026153564453125,s-1.45000000000000017763568394002504646778106689453125,s0,s0.4656973243243243
3,s-0.9004999999999998561150960085797123610973358154296875,s-0.94999999999999984456877655247808434069156646728515625,s180,s0.4656973243243243
4,s-0.4880000000000002113864638886298052966594696044921875,s-1.45000000000000017763568394002504646778106689453125,s0,s0.4656973243243243
5,s-0.0754999999999999282795926092148874886333942413330078125,s-0.94999999999999984456877655247808434069156646728515625,s180,s0.4656973243243243
6,s0.337000000000000132782673745168722234666347503662109375,s-1.45000000000000017763568394002504646778106689453125,s0,s0.4656973243243243
7,s0.749499999999999833022457096376456320285797119140625,s-0.94999999999999984456877655247808434069156646728515625,s180,s0.4656973243243243
8,s1.1620000000000001438849039914202876389026641845703125,s-1.45000000000000017763568394002504646778106689453125,s0,s0.4656973243243243
9,s1.5745000000000002327027459614328108727931976318359375,s-0.94999999999999984456877655247808434069156646728515625,s180,s0.4656973243243243
10,s-1.5744999999999997886135361113701947033405303955078125,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4656973243243243
11,s-1.16199999999999992184029906638897955417633056640625,s-0.1499999999999997168931287205850821919739246368408203125,s180,s0.4656973243243243
12,s-0.7495000000000000550670620214077644050121307373046875,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4656973243243243
13,s-0.337000000000000021760371282653068192303180694580078125,s-0.1499999999999997168931287205850821919739246368408203125,s180,s0.4656973243243243
14,s0.07550000000000008093525849517391179688274860382080078125,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4656973243243243
15,s0.488000000000000155875312657371978275477886199951171875,s-0.1499999999999997168931287205850821919739246368408203125,s180,s0.4656973243243243
16,s0.900499999999999634070491083548404276371002197265625,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4656973243243243
17,s1.3129999999999999449329379785922355949878692626953125,s-0.1499999999999997168931287205850821919739246368408203125,s180,s0.4656973243243243
18,s1.7255000000000000337507799486047588288784027099609375,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4656973243243243
19,s-1.725499999999999811706175023573450744152069091796875,s0.65000000000000046629367034256574697792530059814453125,s180,s0.4656973243243243
20,s-1.31299999999999972288833305356092751026153564453125,s0.1500000000000006050715484207103145308792591094970703125,s0,s0.4656973243243243
21,s-0.9004999999999998561150960085797123610973358154296875,s0.65000000000000046629367034256574697792530059814453125,s180,s0.4656973243243243
22,s-0.4880000000000002113864638886298052966594696044921875,s0.1500000000000006050715484207103145308792591094970703125,s0,s0.4656973243243243
23,s-0.0754999999999999282795926092148874886333942413330078125,s0.65000000000000046629367034256574697792530059814453125,s180,s0.4656973243243243
24,s0.337000000000000132782673745168722234666347503662109375,s0.1500000000000006050715484207103145308792591094970703125,s0,s0.4656973243243243
25,s0.749499999999999833022457096376456320285797119140625,s0.65000000000000046629367034256574697792530059814453125,s180,s0.4656973243243243
26,s1.1620000000000001438849039914202876389026641845703125,s0.1500000000000006050715484207103145308792591094970703125,s0,s0.4656973243243243
27,s1.5745000000000002327027459614328108727931976318359375,s0.65000000000000046629367034256574697792530059814453125,s180,s0.4656973243243243
28,s-1.5744999999999997886135361113701947033405303955078125,s0.9499999999999999555910790149937383830547332763671875,s0,s0.4656973243243243
29,s-1.16199999999999992184029906638897955417633056640625,s1.4499999999999999555910790149937383830547332763671875,s180,s0.4656973243243243
30,s-0.7495000000000000550670620214077644050121307373046875,s0.9499999999999999555910790149937383830547332763671875,s0,s0.4656973243243243
31,s-0.337000000000000021760371282653068192303180694580078125,s1.4499999999999999555910790149937383830547332763671875,s180,s0.4656973243243243
32,s0.07550000000000008093525849517391179688274860382080078125,s0.9499999999999999555910790149937383830547332763671875,s0,s0.4656973243243243
33,s0.488000000000000155875312657371978275477886199951171875,s1.4499999999999999555910790149937383830547332763671875,s180,s0.4656973243243243
34,s0.900499999999999634070491083548404276371002197265625,s0.9499999999999999555910790149937383830547332763671875,s0,s0.4656973243243243
35,s1.3129999999999999449329379785922355949878692626953125,s1.4499999999999999555910790149937383830547332763671875,s180,s0.4656973243243243
36,s1.7255000000000000337507799486047588288784027099609375,s0.9499999999999999555910790149937383830547332763671875,s0,s0.4656973243243243
37,s0.9891152109459879770980705870897509157657623291015625,s-1.8258507938715362595161195713444612920284271240234375,s108.082866267383536751367500983178615570068359375,s0.4656973243243243
