id,x,y,deg,score
1,s-1.4552190721649485016797598291304893791675567626953125,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
2,s-1.0427190721649484128619178591179661452770233154296875,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
3,s-0.630219072164948546088680814136750996112823486328125,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
4,s-0.2177190721649483740041119972374872304499149322509765625,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
5,s0.1947809278350517148137299727750360034406185150146484375,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
6,s0.607280927835051276275635245838202536106109619140625,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
7,s1.0197809278350511430488722908194176852703094482421875,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
8,s1.4322809278350516759559241108945570886135101318359375,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
9,s1.8447809278350513206845562308444641530513763427734375,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
10,s2.257280927835051631547003125888295471668243408203125,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
11,s2.669780927835051276275635245838202536106109619140625,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
12,s3.082280927835050921004267365788109600543975830078125,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
13,s3.494780927835051453911319185863249003887176513671875,s-3.961340206185565815388827104470692574977874755859375,s0,s0.38912387757731953
14,s3.907280927835051098639951305813156068325042724609375,s-3.461340206185565815388827104470692574977874755859375,s180,s0.38912387757731953
15,s-4.08121907216494861359024071134626865386962890625,s-2.661340206185565993024511044495739042758941650390625,s180,s0.38912387757731953
16,s-3.668719072164948524772398741333745419979095458984375,s-3.161340206185565993024511044495739042758941650390625,s0,s0.38912387757731953
17,s-3.25621907216494843595455677132122218608856201171875,s-2.661340206185565993024511044495739042758941650390625,s180,s0.38912387757731953
