id,x,y,deg,score
1,s-2.83588518518518473143785740830935537815093994140625,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
2,s-2.42338518518518508670922528835944831371307373046875,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
3,s-2.010885185185184997891383318346925079822540283203125,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
4,s-1.5983851851851849090735413483344018459320068359375,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
5,s-1.185885185185184820255699378321878612041473388671875,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
6,s-0.77338518518518528654936972088762558996677398681640625,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
7,s-0.36088518518518519773152775087510235607624053955078125,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
8,s0.05161481481481489108631421913742087781429290771484375,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
9,s0.46411481481481497990415618914994411170482635498046875,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
10,s0.87661481481481506872199815916246734559535980224609375,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
11,s1.289114814814814824472932741628028452396392822265625,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
12,s1.701614814814814469201564861577935516834259033203125,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
13,s2.114114814814815002108616681653074920177459716796875,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
14,s2.526614814814814646837248801602981984615325927734375,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
15,s2.939114814814815179744300621678121387958526611328125,s-2.57259259259259209784431732259690761566162109375,s180,s0.41124000740740735
16,s3.351614814814814824472932741628028452396392822265625,s-3.07259259259259209784431732259690761566162109375,s0,s0.41124000740740735
17,s-3.399385185185184621303733365493826568126678466796875,s-1.772592592592591831390791412559337913990020751953125,s180,s0.41124000740740735
18,s-2.986885185185184976575101245543919503688812255859375,s-2.27259259259259227548000126262195408344268798828125,s0,s0.41124000740740735
