id,x,y,deg,score
1,s-1.1620000000000001438849039914202876389026641845703125,s-1.449999999999999733546474089962430298328399658203125,s0,s0.4375
2,s-0.74950000000000016608936448392341844737529754638671875,s-0.949999999999999733546474089962430298328399658203125,s180,s0.4375
3,s-0.337000000000000188293824976426549255847930908203125,s-1.449999999999999733546474089962430298328399658203125,s0,s0.4375
4,s0.0754999999999996784794120685546658933162689208984375,s-0.949999999999999733546474089962430298328399658203125,s180,s0.4375
5,s0.4879999999999997672972540385671891272068023681640625,s-1.449999999999999733546474089962430298328399658203125,s0,s0.4375
6,s0.9004999999999998561150960085797123610973358154296875,s-0.949999999999999733546474089962430298328399658203125,s180,s0.4375
7,s1.3129999999999995008437281285296194255352020263671875,s-1.449999999999999733546474089962430298328399658203125,s0,s0.4375
8,s-1.313000000000000166977542903623543679714202880859375,s-0.1499999999999996891375531049561686813831329345703125,s180,s0.4375
9,s-0.90050000000000018918200339612667448818683624267578125,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4375
10,s-0.4880000000000002113864638886298052966594696044921875,s-0.1499999999999996891375531049561686813831329345703125,s180,s0.4375
11,s-0.075500000000000344613226843648590147495269775390625,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4375
12,s0.336999999999999744204615126363933086395263671875,s-0.1499999999999996891375531049561686813831329345703125,s180,s0.4375
13,s0.749499999999999833022457096376456320285797119140625,s-0.6499999999999996891375531049561686813831329345703125,s0,s0.4375
14,s1.1619999999999996997956941413576714694499969482421875,s-0.1499999999999996891375531049561686813831329345703125,s180,s0.4375
15,s-1.1620000000000001438849039914202876389026641845703125,s0.1500000000000003552713678800500929355621337890625,s0,s0.4375
16,s-0.74950000000000016608936448392341844737529754638671875,s0.6500000000000003552713678800500929355621337890625,s180,s0.4375
17,s-0.337000000000000188293824976426549255847930908203125,s0.1500000000000003552713678800500929355621337890625,s0,s0.4375
18,s0.0754999999999996784794120685546658933162689208984375,s0.6500000000000003552713678800500929355621337890625,s180,s0.4375
19,s0.4879999999999997672972540385671891272068023681640625,s0.1500000000000003552713678800500929355621337890625,s0,s0.4375
20,s0.9004999999999998561150960085797123610973358154296875,s0.6500000000000003552713678800500929355621337890625,s180,s0.4375
21,s1.3129999999999995008437281285296194255352020263671875,s0.1500000000000003552713678800500929355621337890625,s0,s0.4375
22,s-1.313000000000000166977542903623543679714202880859375,s1.450000000000000621724893790087662637233734130859375,s180,s0.4375
23,s-0.90050000000000018918200339612667448818683624267578125,s0.950000000000000621724893790087662637233734130859375,s0,s0.4375
24,s-0.4880000000000002113864638886298052966594696044921875,s1.450000000000000621724893790087662637233734130859375,s180,s0.4375
25,s-0.075500000000000344613226843648590147495269775390625,s0.950000000000000621724893790087662637233734130859375,s0,s0.4375
26,s0.336999999999999744204615126363933086395263671875,s1.450000000000000621724893790087662637233734130859375,s180,s0.4375
27,s0.749499999999999833022457096376456320285797119140625,s0.950000000000000621724893790087662637233734130859375,s0,s0.4375
28,s1.1619999999999996997956941413576714694499969482421875,s1.450000000000000621724893790087662637233734130859375,s180,s0.4375
