id,x,y,deg,score
1,s-3.254332352941176065286299490253441035747528076171875,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
2,s-2.84183235294117597646845752024091780185699462890625,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
3,s-2.42933235294117633173982540029101073741912841796875,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
4,s-2.016832352941176242921983430278487503528594970703125,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
5,s-1.6043323529411761541041414602659642696380615234375,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
6,s-1.1918323529411765093755093403160572052001953125,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
7,s-0.77933235294117653157996983281918801367282867431640625,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
8,s-0.366832352941176387250976631548837758600711822509765625,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
9,s0.04566764705882368768907753064922871999442577362060546875,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
10,s0.458167647058823790384707308476208709180355072021484375,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
11,s0.87066764705882337960218819716828875243663787841796875,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
12,s1.2831676470588231353531227796338498592376708984375,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
13,s1.69566764705882366826017459970898926258087158203125,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
14,s2.10816764705882331298880671965889632701873779296875,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
15,s2.5206676470588238458958585397340357303619384765625,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
16,s2.9331676470588234906244906596839427947998046875,s-3.468823529411765083096952366759069263935089111328125,s0,s0.40289515294117645
17,s3.3456676470588231353531227796338498592376708984375,s-2.968823529411765083096952366759069263935089111328125,s180,s0.40289515294117645
