id,x,y,deg,score
1,s-1.26544848484848504455158035852946341037750244140625,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
2,s-0.852948484848484955733738388516940176486968994140625,s-3.06484848484848271255032159388065338134765625,s180,s0.41510409696969697
3,s-0.440448484848484811404745187246589921414852142333984375,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
4,s-0.02794848484848473646469102504852344281971454620361328125,s-3.06484848484848271255032159388065338134765625,s180,s0.41510409696969697
5,s0.384551515151515366230938752778456546366214752197265625,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
6,s0.79705151515151495544841964147053658962249755859375,s-3.06484848484848271255032159388065338134765625,s180,s0.41510409696969697
7,s1.20955151515151460017705176142044365406036376953125,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
8,s1.622051515151515133084103581495583057403564453125,s-3.06484848484848271255032159388065338134765625,s180,s0.41510409696969697
9,s2.0345515151515147778127357014454901218414306640625,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
10,s2.44705151515151531071978752152062952518463134765625,s-3.06484848484848271255032159388065338134765625,s180,s0.41510409696969697
11,s2.85955151515151495544841964147053658962249755859375,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
12,s3.27205151515151460017705176142044365406036376953125,s-3.06484848484848271255032159388065338134765625,s180,s0.41510409696969697
13,s3.684551515151515133084103581495583057403564453125,s-3.56484848484848271255032159388065338134765625,s0,s0.41510409696969697
14,s-3.89144848484848449032824646565131843090057373046875,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
15,s-3.47894848484848484559961434570141136646270751953125,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
16,s-3.066448484848484756781772375688888132572174072265625,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
17,s-2.653948484848484667963930405676364898681640625,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
18,s-2.2414484848484850232352982857264578342437744140625,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
19,s-1.8289484848484847123728513906826265156269073486328125,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
20,s-1.41644848484848484559961434570141136646270751953125,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
21,s-1.003948484848484756781772375688888132572174072265625,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
22,s-0.591448484848484667963930405676364898681640625,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
23,s-0.1789484848484845513905128200349281542003154754638671875,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
24,s0.2335515151515155929384803812354221008718013763427734375,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
25,s0.64605151515151515440038565429858863353729248046875,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
26,s1.05855151515151479912901777424849569797515869140625,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
27,s1.471051515151515332036069594323635101318359375,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
28,s1.8835515151515149767647017142735421657562255859375,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
29,s2.29605151515151550967175353434868156909942626953125,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
30,s2.70855151515151515440038565429858863353729248046875,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
31,s3.12105151515151479912901777424849569797515869140625,s-2.764848484848482446096795683843083679676055908203125,s0,s0.41510409696969697
32,s3.533551515151515332036069594323635101318359375,s-2.264848484848482446096795683843083679676055908203125,s180,s0.41510409696969697
33,s-3.74044848484848468928021247847937047481536865234375,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
34,s-3.327948484848484600462370508466847240924835205078125,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
35,s-2.9154484848484845116445285384543240070343017578125,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
36,s-2.502948484848484866915896418504416942596435546875,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
37,s-2.090448484848484778098054448491893708705902099609375,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
38,s-1.67794848484848468928021247847937047481536865234375,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
39,s-1.26544848484848504455158035852946341037750244140625,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
40,s-0.852948484848484955733738388516940176486968994140625,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
41,s-0.440448484848484811404745187246589921414852142333984375,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
42,s-0.02794848484848473646469102504852344281971454620361328125,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
43,s0.384551515151515366230938752778456546366214752197265625,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
44,s0.79705151515151495544841964147053658962249755859375,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
45,s1.20955151515151460017705176142044365406036376953125,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
46,s1.622051515151515133084103581495583057403564453125,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
47,s2.0345515151515147778127357014454901218414306640625,s-1.9648484848484828457770845488994382321834564208984375,s0,s0.41510409696969697
48,s2.44705151515151531071978752152062952518463134765625,s-1.4648484848484828457770845488994382321834564208984375,s180,s0.41510409696969697
