id,x,y,deg,score
1,s-1.6322171052631577747860092131304554641246795654296875,s-2.30263157894736902875365558429621160030364990234375,s0,s0.44278422368421044
2,s-1.219717105263157908012772168149240314960479736328125,s-1.80263157894736902875365558429621160030364990234375,s180,s0.44278422368421044
3,s-0.80721710526315793021723266065237112343311309814453125,s-2.30263157894736902875365558429621160030364990234375,s0,s0.44278422368421044
4,s-0.39471710526315784139939069063984788954257965087890625,s-1.80263157894736902875365558429621160030364990234375,s180,s0.44278422368421044
5,s0.0177828947368418553709457086142720072530210018157958984375,s-2.30263157894736902875365558429621160030364990234375,s0,s0.44278422368421044
6,s0.43028289473684189214708339932258240878582000732421875,s-1.80263157894736902875365558429621160030364990234375,s180,s0.44278422368421044
7,s0.84278289473684198096492536933510564267635345458984375,s-2.30263157894736902875365558429621160030364990234375,s0,s0.44278422368421044
8,s1.2552828947368421808050698018632829189300537109375,s-1.80263157894736902875365558429621160030364990234375,s180,s0.44278422368421044
9,s1.667782894736842269622911771875806152820587158203125,s-2.30263157894736902875365558429621160030364990234375,s0,s0.44278422368421044
10,s2.080282894736841914351543891825713217258453369140625,s-1.80263157894736902875365558429621160030364990234375,s180,s0.44278422368421044
11,s2.492782894736841559080176011775620281696319580078125,s-2.30263157894736902875365558429621160030364990234375,s0,s0.44278422368421044
12,s-2.608217105263157531425122215296141803264617919921875,s-1.0026315789473689843447345992899499833583831787109375,s180,s0.44278422368421044
13,s-2.195717105263157886696490095346234738826751708984375,s-1.5026315789473689843447345992899499833583831787109375,s0,s0.44278422368421044
14,s-1.78321710526315779787864812533371150493621826171875,s-1.0026315789473689843447345992899499833583831787109375,s180,s0.44278422368421044
15,s-1.3707171052631579311054110803524963557720184326171875,s-1.5026315789473689843447345992899499833583831787109375,s0,s0.44278422368421044
16,s-0.95821710526315795330987157285562716424465179443359375,s-1.0026315789473689843447345992899499833583831787109375,s180,s0.44278422368421044
