id,x,y,deg,score
1,s-0.6207166666666665832963190041482448577880859375,s-1.5300000000000000266453525910037569701671600341796875,s0,s0.46587940833333336
2,s-0.208216666666666772034233190424856729805469512939453125,s-1.0300000000000000266453525910037569701671600341796875,s180,s0.46587940833333336
3,s0.204283333333333316783608779587666504085063934326171875,s-1.5300000000000000266453525910037569701671600341796875,s0,s0.46587940833333336
4,s0.6167833333333334611126019808580167591571807861328125,s-1.0300000000000000266453525910037569701671600341796875,s180,s0.46587940833333336
5,s1.0292833333333331058412341008079238235950469970703125,s-1.5300000000000000266453525910037569701671600341796875,s0,s0.46587940833333336
6,s1.4417833333333331946590760708204470574855804443359375,s-1.0300000000000000266453525910037569701671600341796875,s180,s0.46587940833333336
7,s-1.59671666666666656198003693134523928165435791015625,s-0.229999999999999982236431605997495353221893310546875,s180,s0.46587940833333336
8,s-1.1842166666666666952067998863640241324901580810546875,s-0.729999999999999982236431605997495353221893310546875,s0,s0.46587940833333336
9,s-0.7717166666666666063889579163515008985996246337890625,s-0.229999999999999982236431605997495353221893310546875,s180,s0.46587940833333336
10,s-0.359216666666666795126872102628112770617008209228515625,s-0.729999999999999982236431605997495353221893310546875,s0,s0.46587940833333336
11,s0.053283333333333293690969867384410463273525238037109375,s-0.229999999999999982236431605997495353221893310546875,s180,s0.46587940833333336
12,s0.465783333333333382508811837396933697164058685302734375,s-0.729999999999999982236431605997495353221893310546875,s0,s0.46587940833333336
13,s0.8782833333333333047932001136359758675098419189453125,s-0.229999999999999982236431605997495353221893310546875,s180,s0.46587940833333336
14,s1.2907833333333333936110420836484991014003753662109375,s-0.729999999999999982236431605997495353221893310546875,s0,s0.46587940833333336
15,s-1.4457166666666665388873980191419832408428192138671875,s0.0700000000000000621724893790087662637233734130859375,s0,s0.46587940833333336
16,s-1.033216666666666672114160974160768091678619384765625,s0.5700000000000000621724893790087662637233734130859375,s180,s0.46587940833333336
17,s-0.6207166666666665832963190041482448577880859375,s0.0700000000000000621724893790087662637233734130859375,s0,s0.46587940833333336
18,s-0.208216666666666772034233190424856729805469512939453125,s0.5700000000000000621724893790087662637233734130859375,s180,s0.46587940833333336
19,s0.204283333333333316783608779587666504085063934326171875,s0.0700000000000000621724893790087662637233734130859375,s0,s0.46587940833333336
20,s0.6167833333333334611126019808580167591571807861328125,s0.5700000000000000621724893790087662637233734130859375,s180,s0.46587940833333336
21,s1.0292833333333331058412341008079238235950469970703125,s0.0700000000000000621724893790087662637233734130859375,s0,s0.46587940833333336
22,s1.4417833333333331946590760708204470574855804443359375,s0.5700000000000000621724893790087662637233734130859375,s180,s0.46587940833333336
23,s-1.59671666666666656198003693134523928165435791015625,s1.3700000000000003286260152890463359653949737548828125,s180,s0.46587940833333336
24,s-1.1842166666666666952067998863640241324901580810546875,s0.8700000000000003286260152890463359653949737548828125,s0,s0.46587940833333336
25,s-0.7717166666666666063889579163515008985996246337890625,s1.3700000000000003286260152890463359653949737548828125,s180,s0.46587940833333336
26,s-0.359216666666666795126872102628112770617008209228515625,s0.8700000000000003286260152890463359653949737548828125,s0,s0.46587940833333336
27,s0.053283333333333293690969867384410463273525238037109375,s1.3700000000000003286260152890463359653949737548828125,s180,s0.46587940833333336
28,s0.465783333333333382508811837396933697164058685302734375,s0.8700000000000003286260152890463359653949737548828125,s0,s0.46587940833333336
29,s0.8782833333333333047932001136359758675098419189453125,s1.3700000000000003286260152890463359653949737548828125,s180,s0.46587940833333336
30,s1.2907833333333333936110420836484991014003753662109375,s0.8700000000000003286260152890463359653949737548828125,s0,s0.46587940833333336
