id,x,y,deg,score
1,s-3.047999999999999598543354295543394982814788818359375,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
2,s-2.63549999999999950972551232553087174892425537109375,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
3,s-2.22299999999999986499688020558096468448638916015625,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
4,s-1.810499999999999776179038235568441450595855712890625,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
5,s-1.397999999999999687361196265555918216705322265625,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
6,s-0.98550000000000015365486660812166519463062286376953125,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
7,s-0.57300000000000006483702463810914196074008941650390625,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
8,s-0.1604999999999999482636070524677052162587642669677734375,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
9,s0.252000000000000168309810533173731528222560882568359375,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
10,s0.66450000000000020161650127192842774093151092529296875,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
11,s1.0769999999999999573674358543939888477325439453125,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
12,s1.48949999999999960209606797434389591217041015625,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
13,s1.90200000000000013500311979441903531551361083984375,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
14,s2.31449999999999977973175191436894237995147705078125,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
15,s2.727000000000000312638803734444081783294677734375,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
16,s3.1394999999999999573674358543939888477325439453125,s-3.471428571428571974166743530076928436756134033203125,s0,s0.3840660388198757
17,s3.55199999999999960209606797434389591217041015625,s-2.971428571428571974166743530076928436756134033203125,s180,s0.3840660388198757
18,s-3.61149999999999948840923025272786617279052734375,s-2.171428571428572151802427470101974904537200927734375,s180,s0.3840660388198757
