id,x,y,deg,score
1,s-2.216725225225224971126181117142550647258758544921875,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
2,s-1.8042252252252251043529440721613354980945587158203125,s-3.077477477477475797940087431925348937511444091796875,s0,s0.40441441441441445
3,s-1.39172522522522523757970702718012034893035888671875,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
4,s-0.979225225225225148761865057167597115039825439453125,s-3.077477477477475797940087431925348937511444091796875,s0,s0.40441441441441445
5,s-0.5667252252252250599440230871550738811492919921875,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
6,s-0.1542252252252253874598153515762533061206340789794921875,s-3.077477477477475797940087431925348937511444091796875,s0,s0.40441441441441445
7,s0.258274774774774673602451002807356417179107666015625,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
8,s0.67077477477477476242029297281987965106964111328125,s-3.077477477477475797940087431925348937511444091796875,s0,s0.40441441441441445
9,s1.083274774774774851238134942832402884960174560546875,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
10,s1.4957747747747749400559769128449261188507080078125,s-3.077477477477475797940087431925348937511444091796875,s0,s0.40441441441441445
11,s1.90827477477477458478460903279483318328857421875,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
12,s2.3207747747747742295132411527447402477264404296875,s-3.077477477477475797940087431925348937511444091796875,s0,s0.40441441441441445
13,s2.73327477477477476242029297281987965106964111328125,s-2.577477477477475797940087431925348937511444091796875,s180,s0.40441441441441445
14,s-2.7802252252252248609920570743270218372344970703125,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
15,s-2.367725225225225216263424954377114772796630859375,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
16,s-1.955225225225225127445582984364591538906097412109375,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
17,s-1.5427252252252252606723459393833763897418975830078125,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
18,s-1.1302252252252251718545039693708531558513641357421875,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
19,s-0.7177252252252250830366619993583299219608306884765625,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
20,s-0.305225225225225216263424954377114772796630859375,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
21,s0.1072747747747749003099926312643219716846942901611328125,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
22,s0.51977477477477496137225898564793169498443603515625,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
23,s0.932274774774775050190100955660454928874969482421875,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
24,s1.3447747747747751390079429256729781627655029296875,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
25,s1.757274774774774783736575045622885227203369140625,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
26,s2.1697747747747744284652071655727922916412353515625,s-1.7774774774774757535311664469190873205661773681640625,s180,s0.40441441441441445
27,s2.58227477477477496137225898564793169498443603515625,s-2.27747747747747553148656152188777923583984375,s0,s0.40441441441441445
28,s-2.6292252252252250599440230871550738811492919921875,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
29,s-2.216725225225224971126181117142550647258758544921875,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
30,s-1.8042252252252251043529440721613354980945587158203125,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
31,s-1.39172522522522523757970702718012034893035888671875,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
32,s-0.979225225225225148761865057167597115039825439453125,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
33,s-0.5667252252252250599440230871550738811492919921875,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
34,s-0.1542252252252253874598153515762533061206340789794921875,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
35,s0.258274774774774673602451002807356417179107666015625,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
36,s0.67077477477477476242029297281987965106964111328125,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
37,s1.083274774774774851238134942832402884960174560546875,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
38,s1.4957747747747749400559769128449261188507080078125,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
39,s1.90827477477477458478460903279483318328857421875,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
40,s2.3207747747747742295132411527447402477264404296875,s-1.47747747747747570912224546191282570362091064453125,s0,s0.40441441441441445
41,s2.73327477477477476242029297281987965106964111328125,s-0.97747747747747570912224546191282570362091064453125,s180,s0.40441441441441445
42,s-2.7802252252252248609920570743270218372344970703125,s-0.177477477477475442668719551875256001949310302734375,s180,s0.40441441441441445
43,s-2.367725225225225216263424954377114772796630859375,s-0.677477477477475442668719551875256001949310302734375,s0,s0.40441441441441445
44,s-1.955225225225225127445582984364591538906097412109375,s-0.177477477477475442668719551875256001949310302734375,s180,s0.40441441441441445
45,s-1.5427252252252252606723459393833763897418975830078125,s-0.677477477477475442668719551875256001949310302734375,s0,s0.40441441441441445
46,s-1.1302252252252251718545039693708531558513641357421875,s-0.177477477477475442668719551875256001949310302734375,s180,s0.40441441441441445
47,s-0.7177252252252250830366619993583299219608306884765625,s-0.677477477477475442668719551875256001949310302734375,s0,s0.40441441441441445
48,s-0.305225225225225216263424954377114772796630859375,s-0.177477477477475442668719551875256001949310302734375,s180,s0.40441441441441445
49,s0.1072747747747749003099926312643219716846942901611328125,s-0.677477477477475442668719551875256001949310302734375,s0,s0.40441441441441445
