id,x,y,deg,score
1,s1.238068965517240993534642257145605981349945068359375,s-2.525862068965517348573257550015114247798919677734375,s0,s0.4484482758620689
2,s1.650568965517241082352484227158129215240478515625,s-2.025862068965517348573257550015114247798919677734375,s180,s0.4484482758620689
3,s2.063068965517242059348745897295884788036346435546875,s-2.525862068965517348573257550015114247798919677734375,s0,s0.4484482758620689
4,s-2.21293103448275818578849793993867933750152587890625,s-1.225862068965517526208941490040160715579986572265625,s180,s0.4484482758620689
5,s-1.8004310344827587631044707450200803577899932861328125,s-1.725862068965517526208941490040160715579986572265625,s0,s0.4484482758620689
6,s-1.38793103448275889633123370003886520862579345703125,s-1.225862068965517526208941490040160715579986572265625,s180,s0.4484482758620689
7,s-0.9754310344827585854687868049950338900089263916015625,s-1.725862068965517526208941490040160715579986572265625,s0,s0.4484482758620689
8,s-0.5629310344827584966509448349825106561183929443359375,s-1.225862068965517526208941490040160715579986572265625,s180,s0.4484482758620689
9,s-0.150431034482758574366556558743468485772609710693359375,s-1.725862068965517526208941490040160715579986572265625,s0,s0.4484482758620689
10,s0.262068965517241292406680486237746663391590118408203125,s-1.225862068965517526208941490040160715579986572265625,s180,s0.4484482758620689
11,s0.674568965517241547757976150023750960826873779296875,s-1.725862068965517526208941490040160715579986572265625,s0,s0.4484482758620689
12,s1.087068965517241192486608269973658025264739990234375,s-1.225862068965517526208941490040160715579986572265625,s180,s0.4484482758620689
13,s1.4995689655172412813044502399861812591552734375,s-1.725862068965517526208941490040160715579986572265625,s0,s0.4484482758620689
14,s1.912068965517241370122292209998704493045806884765625,s-1.225862068965517526208941490040160715579986572265625,s180,s0.4484482758620689
15,s-2.06193103448275838474046395276673138141632080078125,s-0.92586206896551737077771804251824505627155303955078125,s0,s0.4484482758620689
16,s-1.6494310344827589620564367578481324017047882080078125,s-0.425862068965517426288869273776072077453136444091796875,s180,s0.4484482758620689
17,s-1.2369310344827588732385947878356091678142547607421875,s-0.92586206896551737077771804251824505627155303955078125,s0,s0.4484482758620689
18,s-0.8244310344827585623761478927917778491973876953125,s-0.425862068965517426288869273776072077453136444091796875,s180,s0.4484482758620689
19,s-0.411931034482758640091759616552735678851604461669921875,s-0.92586206896551737077771804251824505627155303955078125,s0,s0.4484482758620689
20,s0.00056896551724145393025278139020883827470242977142333984375,s-0.425862068965517426288869273776072077453136444091796875,s180,s0.4484482758620689
21,s0.413068965517241093454714473409694619476795196533203125,s-0.92586206896551737077771804251824505627155303955078125,s0,s0.4484482758620689
22,s0.825568965517241348806010137195698916912078857421875,s-0.425862068965517426288869273776072077453136444091796875,s180,s0.4484482758620689
23,s1.238068965517240993534642257145605981349945068359375,s-0.92586206896551737077771804251824505627155303955078125,s0,s0.4484482758620689
24,s1.650568965517241082352484227158129215240478515625,s-0.425862068965517426288869273776072077453136444091796875,s180,s0.4484482758620689
25,s2.063068965517242059348745897295884788036346435546875,s-0.92586206896551737077771804251824505627155303955078125,s0,s0.4484482758620689
26,s-2.21293103448275818578849793993867933750152587890625,s0.37413793103448289567580786751932464540004730224609375,s180,s0.4484482758620689
27,s-1.8004310344827587631044707450200803577899932861328125,s-0.12586206896551710432419213248067535459995269775390625,s0,s0.4484482758620689
28,s-1.38793103448275889633123370003886520862579345703125,s0.37413793103448289567580786751932464540004730224609375,s180,s0.4484482758620689
29,s-0.9754310344827585854687868049950338900089263916015625,s-0.12586206896551710432419213248067535459995269775390625,s0,s0.4484482758620689
30,s-0.5629310344827584966509448349825106561183929443359375,s0.37413793103448289567580786751932464540004730224609375,s180,s0.4484482758620689
31,s-0.150431034482758574366556558743468485772609710693359375,s-0.12586206896551710432419213248067535459995269775390625,s0,s0.4484482758620689
32,s0.262068965517241292406680486237746663391590118408203125,s0.37413793103448289567580786751932464540004730224609375,s180,s0.4484482758620689
33,s0.674568965517241547757976150023750960826873779296875,s-0.12586206896551710432419213248067535459995269775390625,s0,s0.4484482758620689
34,s1.087068965517241192486608269973658025264739990234375,s0.37413793103448289567580786751932464540004730224609375,s180,s0.4484482758620689
35,s1.4995689655172412813044502399861812591552734375,s-0.12586206896551710432419213248067535459995269775390625,s0,s0.4484482758620689
36,s1.912068965517241370122292209998704493045806884765625,s0.37413793103448289567580786751932464540004730224609375,s180,s0.4484482758620689
37,s-2.06193103448275838474046395276673138141632080078125,s0.67413793103448271804012392749427817761898040771484375,s0,s0.4484482758620689
38,s-1.6494310344827589620564367578481324017047882080078125,s1.174137931034482829062426390009932219982147216796875,s180,s0.4484482758620689
39,s-1.2369310344827588732385947878356091678142547607421875,s0.67413793103448271804012392749427817761898040771484375,s0,s0.4484482758620689
40,s-0.8244310344827585623761478927917778491973876953125,s1.174137931034482829062426390009932219982147216796875,s180,s0.4484482758620689
41,s-0.411931034482758640091759616552735678851604461669921875,s0.67413793103448271804012392749427817761898040771484375,s0,s0.4484482758620689
42,s0.00056896551724145393025278139020883827470242977142333984375,s1.174137931034482829062426390009932219982147216796875,s180,s0.4484482758620689
43,s0.413068965517241093454714473409694619476795196533203125,s0.67413793103448271804012392749427817761898040771484375,s0,s0.4484482758620689
44,s0.825568965517241348806010137195698916912078857421875,s1.174137931034482829062426390009932219982147216796875,s180,s0.4484482758620689
45,s1.238068965517240993534642257145605981349945068359375,s0.67413793103448271804012392749427817761898040771484375,s0,s0.4484482758620689
46,s1.650568965517241082352484227158129215240478515625,s1.174137931034482829062426390009932219982147216796875,s180,s0.4484482758620689
47,s2.063068965517242059348745897295884788036346435546875,s0.67413793103448271804012392749427817761898040771484375,s0,s0.4484482758620689
48,s-2.21293103448275818578849793993867933750152587890625,s1.974137931034482651426742449984885752201080322265625,s180,s0.4484482758620689
49,s-1.8004310344827587631044707450200803577899932861328125,s1.474137931034482651426742449984885752201080322265625,s0,s0.4484482758620689
50,s-1.38793103448275889633123370003886520862579345703125,s1.974137931034482651426742449984885752201080322265625,s180,s0.4484482758620689
51,s-0.9754310344827585854687868049950338900089263916015625,s1.474137931034482651426742449984885752201080322265625,s0,s0.4484482758620689
52,s-0.5629310344827584966509448349825106561183929443359375,s1.974137931034482651426742449984885752201080322265625,s180,s0.4484482758620689
53,s-0.150431034482758574366556558743468485772609710693359375,s1.474137931034482651426742449984885752201080322265625,s0,s0.4484482758620689
54,s0.262068965517241292406680486237746663391590118408203125,s1.974137931034482651426742449984885752201080322265625,s180,s0.4484482758620689
55,s0.674568965517241547757976150023750960826873779296875,s1.474137931034482651426742449984885752201080322265625,s0,s0.4484482758620689
56,s1.087068965517241192486608269973658025264739990234375,s1.974137931034482651426742449984885752201080322265625,s180,s0.4484482758620689
57,s1.4995689655172412813044502399861812591552734375,s1.474137931034482651426742449984885752201080322265625,s0,s0.4484482758620689
58,s1.912068965517241370122292209998704493045806884765625,s1.974137931034482651426742449984885752201080322265625,s180,s0.4484482758620689
