id,x,y,deg,score
1,s-1.8243772727272726807967728746007196605205535888671875,s-3.100909090909091059273805512930266559123992919921875,s0,s0.4080909090909091
2,s-1.411877272727272814023535829619504511356353759765625,s-2.600909090909091059273805512930266559123992919921875,s180,s0.4080909090909091
3,s-0.9993772727272727252056938596069812774658203125,s-3.100909090909091059273805512930266559123992919921875,s0,s0.4080909090909091
4,s-0.586877272727272636387851889594458043575286865234375,s-2.600909090909091059273805512930266559123992919921875,s180,s0.4080909090909091
5,s-0.1743772727272729083924929227578104473650455474853515625,s-3.100909090909091059273805512930266559123992919921875,s0,s0.4080909090909091
6,s0.238122727272727152669773431625799275934696197509765625,s-2.600909090909091059273805512930266559123992919921875,s180,s0.4080909090909091
7,s0.650622727272727185976464170380495488643646240234375,s-3.100909090909091059273805512930266559123992919921875,s0,s0.4080909090909091
8,s1.0631227272727272747943061403930187225341796875,s-2.600909090909091059273805512930266559123992919921875,s180,s0.4080909090909091
9,s1.475622727272727363612148110405541956424713134765625,s-3.100909090909091059273805512930266559123992919921875,s0,s0.4080909090909091
10,s1.888122727272727008340780230355449020862579345703125,s-2.600909090909091059273805512930266559123992919921875,s180,s0.4080909090909091
11,s2.300622727272726653069412350305356085300445556640625,s-3.100909090909091059273805512930266559123992919921875,s0,s0.4080909090909091
12,s2.713122727272727185976464170380495488643646240234375,s-2.600909090909091059273805512930266559123992919921875,s180,s0.4080909090909091
13,s-2.800377272727272437435885876766405999660491943359375,s-1.800909090909091236909489452955313026905059814453125,s180,s0.4080909090909091
14,s-2.387877272727272792707253756816498935222625732421875,s-2.300909090909090792820279602892696857452392578125,s0,s0.4080909090909091
15,s-1.97537727272727270388941178680397570133209228515625,s-1.800909090909091236909489452955313026905059814453125,s180,s0.4080909090909091
16,s-1.5628772727272728371161747418227605521678924560546875,s-2.300909090909090792820279602892696857452392578125,s0,s0.4080909090909091
17,s-1.1503772727272727482983327718102373182773590087890625,s-1.800909090909091236909489452955313026905059814453125,s180,s0.4080909090909091
18,s-0.7378772727272726594804908017977140843868255615234375,s-2.300909090909090792820279602892696857452392578125,s0,s0.4080909090909091
19,s-0.325377272727272737196102525558671914041042327880859375,s-1.800909090909091236909489452955313026905059814453125,s180,s0.4080909090909091
20,s0.0871227272727273793773150600827648304402828216552734375,s-2.300909090909090792820279602892696857452392578125,s0,s0.4080909090909091
