id,x,y,deg,score
1,s-1.653462121212120994329097811714746057987213134765625,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
2,s-1.2409621212121209055112558417022228240966796875,s-2.634848484848486105391884848359040915966033935546875,s180,s0.42058637121212117
3,s-0.82846212121212137180492618426796980202198028564453125,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
4,s-0.41596212121212128298708421425544656813144683837890625,s-2.634848484848486105391884848359040915966033935546875,s180,s0.42058637121212117
5,s-0.00346212121212122019009438389502975041978061199188232421875,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
6,s0.40903787878787889464859972576959989964962005615234375,s-2.634848484848486105391884848359040915966033935546875,s180,s0.42058637121212117
7,s0.82153787878787898346644169578212313354015350341796875,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
8,s1.2340378787878787392173762782476842403411865234375,s-2.634848484848486105391884848359040915966033935546875,s180,s0.42058637121212117
9,s1.646537878787878383946008398197591304779052734375,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
10,s2.059037878787878472763850368210114538669586181640625,s-2.634848484848486105391884848359040915966033935546875,s180,s0.42058637121212117
11,s2.471537878787878117492482488160021603107452392578125,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
12,s2.884037878787878650399534308235161006450653076171875,s-2.634848484848486105391884848359040915966033935546875,s180,s0.42058637121212117
13,s3.296537878787878295128166428185068070888519287109375,s-3.134848484848486105391884848359040915966033935546875,s0,s0.42058637121212117
14,s-3.454462121212121150648499678936786949634552001953125,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
15,s-3.041962121212121505919867558986879885196685791015625,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
16,s-2.62946212121212141710202558897435665130615234375,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
17,s-2.2169621212121217723733934690244495868682861328125,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
18,s-1.8044621212121210174217367239180020987987518310546875,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
19,s-1.3919621212121209286038947539054788649082183837890625,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
20,s-0.97946212121212117285296017143991775810718536376953125,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
21,s-0.56696212121212108403511820142739452421665191650390625,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
22,s-0.1544621212121210229728518470437848009169101715087890625,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
23,s0.25803787878787909360056573859765194356441497802734375,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
24,s0.67053787878787918241840770861017517745494842529296875,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
25,s1.0830378787878789381693422910757362842559814453125,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
26,s1.49553787878787858289797441102564334869384765625,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
27,s1.90803787878787911580502623110078275203704833984375,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
28,s2.320537878787878316444448500988073647022247314453125,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
29,s2.733037878787878849351500321063213050365447998046875,s-2.334848484848486283027568788384087383747100830078125,s0,s0.42058637121212117
30,s3.145537878787878494080132441013120114803314208984375,s-1.83484848484848583893835893832147121429443359375,s180,s0.42058637121212117
31,s-3.303462121212121349600465691764838993549346923828125,s-1.5348484848484857945294379533152095973491668701171875,s0,s0.42058637121212117
32,s-2.8909621212121212607826237217523157596588134765625,s-1.03484848484848601657404287834651768207550048828125,s180,s0.42058637121212117
