id,x,y,deg,score
1,s-2.605750000000000010658141036401502788066864013671875,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
2,s-2.19324999999999992184029906638897955417633056640625,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
3,s-1.7807500000000000550670620214077644050121307373046875,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
4,s-1.368250000000000188293824976426549255847930908203125,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
5,s-0.9557500000000000994759830064140260219573974609375,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
6,s-0.543250000000000010658141036401502788066864013671875,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
7,s-0.130750000000000365929508916451595723628997802734375,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
8,s0.28174999999999972288833305356092751026153564453125,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
9,s0.694249999999999811706175023573450744152069091796875,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
10,s1.1067499999999999005240169935859739780426025390625,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
11,s1.519249999999999989341858963598497211933135986328125,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
12,s1.931749999999999634070491083548404276371002197265625,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
13,s2.344249999999999278799123203498311340808868408203125,s-3.050000000000004707345624410663731396198272705078125,s0,s0.4008035714285714
14,s2.756749999999999811706175023573450744152069091796875,s-2.550000000000004707345624410663731396198272705078125,s180,s0.4008035714285714
15,s-2.756749999999999811706175023573450744152069091796875,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
16,s-2.344250000000000166977542903623543679714202880859375,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
17,s-1.93175000000000007815970093361102044582366943359375,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
18,s-1.5192500000000002113864638886298052966594696044921875,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
19,s-1.1067500000000001225686219186172820627689361572265625,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
20,s-0.6942500000000000337507799486047588288784027099609375,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
21,s-0.281750000000000166977542903623543679714202880859375,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
22,s0.13074999999999992184029906638897955417633056640625,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
23,s0.543250000000000010658141036401502788066864013671875,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
24,s0.9557500000000000994759830064140260219573974609375,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
25,s1.368250000000000188293824976426549255847930908203125,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
26,s1.780749999999999833022457096376456320285797119140625,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
27,s2.193249999999999477751089216326363384723663330078125,s-1.7500000000000046629367034256574697792530059814453125,s180,s0.4008035714285714
28,s2.605750000000000010658141036401502788066864013671875,s-2.25000000000000444089209850062616169452667236328125,s0,s0.4008035714285714
