id,x,y,deg,score
1,s-2.024566666666666403529006856842897832393646240234375,s-2.17666666666666674956331917201168835163116455078125,s180,s0.38677777777777794
2,s-1.6120666666666665367557698118616826832294464111328125,s-2.67666666666666674956331917201168835163116455078125,s0,s0.38677777777777794
3,s-1.19956666666666666998253276688046753406524658203125,s-2.17666666666666674956331917201168835163116455078125,s180,s0.38677777777777794
4,s-0.787066666666666581164690796867944300174713134765625,s-2.67666666666666674956331917201168835163116455078125,s0,s0.38677777777777794
5,s-0.374566666666666547858000058113248087465763092041015625,s-2.17666666666666674956331917201168835163116455078125,s180,s0.38677777777777794
6,s0.037933333333333096870632061836658976972103118896484375,s-2.67666666666666674956331917201168835163116455078125,s0,s0.38677777777777794
7,s0.450433333333333185688474031849182210862636566162109375,s-2.17666666666666674956331917201168835163116455078125,s180,s0.38677777777777794
8,s0.86293333333333333001746723311953246593475341796875,s-2.67666666666666674956331917201168835163116455078125,s0,s0.38677777777777794
9,s1.275433333333333418835309203132055699825286865234375,s-2.17666666666666674956331917201168835163116455078125,s180,s0.38677777777777794
10,s1.6879333333333335076531511731445789337158203125,s-2.67666666666666674956331917201168835163116455078125,s0,s0.38677777777777794
11,s2.1004333333333331523817832930944859981536865234375,s-2.17666666666666674956331917201168835163116455078125,s180,s0.38677777777777794
12,s2.512933333333332797110415413044393062591552734375,s-2.67666666666666674956331917201168835163116455078125,s0,s0.38677777777777794
13,s-2.588066666666666293394882814027369022369384765625,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
14,s-2.1755666666666666486662506940774619579315185546875,s-1.8766666666666669271990031120367348194122314453125,s0,s0.38677777777777794
15,s-1.763066666666666559848408724064938724040985107421875,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
16,s-1.3505666666666666930751716790837235748767852783203125,s-1.8766666666666669271990031120367348194122314453125,s0,s0.38677777777777794
17,s-0.9380666666666666042573297090712003409862518310546875,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
18,s-0.5255666666666665154394877390586771070957183837890625,s-1.8766666666666669271990031120367348194122314453125,s0,s0.38677777777777794
19,s-0.113066666666666704177401925335288979113101959228515625,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
20,s0.299433333333333384640440044677234254777431488037109375,s-1.8766666666666669271990031120367348194122314453125,s0,s0.38677777777777794
21,s0.71193333333333352896943324594758450984954833984375,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
22,s1.124433333333333617787275215960107743740081787109375,s-1.8766666666666669271990031120367348194122314453125,s0,s0.38677777777777794
23,s1.536933333333333706605117185972630977630615234375,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
24,s1.9494333333333333513337493059225380420684814453125,s-1.8766666666666669271990031120367348194122314453125,s0,s0.38677777777777794
25,s2.36193333333333299606238142587244510650634765625,s-1.3766666666666669271990031120367348194122314453125,s180,s0.38677777777777794
26,s-2.4370666666666664923468488268554210662841796875,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
27,s-2.024566666666666403529006856842897832393646240234375,s-0.57666666666666677176777966451481916010379791259765625,s180,s0.38677777777777794
28,s-1.6120666666666665367557698118616826832294464111328125,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
29,s-1.19956666666666666998253276688046753406524658203125,s-0.57666666666666677176777966451481916010379791259765625,s180,s0.38677777777777794
30,s-0.787066666666666581164690796867944300174713134765625,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
31,s-0.374566666666666547858000058113248087465763092041015625,s-0.57666666666666677176777966451481916010379791259765625,s180,s0.38677777777777794
32,s0.037933333333333096870632061836658976972103118896484375,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
33,s0.450433333333333185688474031849182210862636566162109375,s-0.57666666666666677176777966451481916010379791259765625,s180,s0.38677777777777794
34,s0.86293333333333333001746723311953246593475341796875,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
35,s1.275433333333333418835309203132055699825286865234375,s-0.57666666666666677176777966451481916010379791259765625,s180,s0.38677777777777794
36,s1.6879333333333335076531511731445789337158203125,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
37,s2.1004333333333331523817832930944859981536865234375,s-0.57666666666666677176777966451481916010379791259765625,s180,s0.38677777777777794
38,s2.512933333333332797110415413044393062591552734375,s-1.0766666666666668827900821270304732024669647216796875,s0,s0.38677777777777794
39,s-2.588066666666666293394882814027369022369384765625,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
40,s-2.1755666666666666486662506940774619579315185546875,s-0.27666666666666650531425375447724945843219757080078125,s0,s0.38677777777777794
41,s-1.763066666666666559848408724064938724040985107421875,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
42,s-1.3505666666666666930751716790837235748767852783203125,s-0.27666666666666650531425375447724945843219757080078125,s0,s0.38677777777777794
43,s-0.9380666666666666042573297090712003409862518310546875,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
44,s-0.5255666666666665154394877390586771070957183837890625,s-0.27666666666666650531425375447724945843219757080078125,s0,s0.38677777777777794
45,s-0.113066666666666704177401925335288979113101959228515625,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
46,s0.299433333333333384640440044677234254777431488037109375,s-0.27666666666666650531425375447724945843219757080078125,s0,s0.38677777777777794
47,s0.71193333333333352896943324594758450984954833984375,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
48,s1.124433333333333617787275215960107743740081787109375,s-0.27666666666666650531425375447724945843219757080078125,s0,s0.38677777777777794
49,s1.536933333333333706605117185972630977630615234375,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
50,s1.9494333333333333513337493059225380420684814453125,s-0.27666666666666650531425375447724945843219757080078125,s0,s0.38677777777777794
51,s2.36193333333333299606238142587244510650634765625,s0.2233333333333334669301706298938370309770107269287109375,s180,s0.38677777777777794
52,s-2.4370666666666664923468488268554210662841796875,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
53,s-2.024566666666666403529006856842897832393646240234375,s1.0233333333333332060277598429820500314235687255859375,s180,s0.38677777777777794
54,s-1.6120666666666665367557698118616826832294464111328125,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
55,s-1.19956666666666666998253276688046753406524658203125,s1.0233333333333332060277598429820500314235687255859375,s180,s0.38677777777777794
56,s-0.787066666666666581164690796867944300174713134765625,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
57,s-0.374566666666666547858000058113248087465763092041015625,s1.0233333333333332060277598429820500314235687255859375,s180,s0.38677777777777794
58,s0.037933333333333096870632061836658976972103118896484375,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
59,s0.450433333333333185688474031849182210862636566162109375,s1.0233333333333332060277598429820500314235687255859375,s180,s0.38677777777777794
60,s0.86293333333333333001746723311953246593475341796875,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
61,s1.275433333333333418835309203132055699825286865234375,s1.0233333333333332060277598429820500314235687255859375,s180,s0.38677777777777794
62,s1.6879333333333335076531511731445789337158203125,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
63,s2.1004333333333331523817832930944859981536865234375,s1.0233333333333332060277598429820500314235687255859375,s180,s0.38677777777777794
64,s2.512933333333332797110415413044393062591552734375,s0.52333333333333331705006230549770407378673553466796875,s0,s0.38677777777777794
65,s-2.588066666666666293394882814027369022369384765625,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
66,s-2.1755666666666666486662506940774619579315185546875,s1.3233333333333330283920759029570035636425018310546875,s0,s0.38677777777777794
67,s-1.763066666666666559848408724064938724040985107421875,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
68,s-1.3505666666666666930751716790837235748767852783203125,s1.3233333333333330283920759029570035636425018310546875,s0,s0.38677777777777794
69,s-0.9380666666666666042573297090712003409862518310546875,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
70,s-0.5255666666666665154394877390586771070957183837890625,s1.3233333333333330283920759029570035636425018310546875,s0,s0.38677777777777794
71,s-0.113066666666666704177401925335288979113101959228515625,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
72,s0.299433333333333384640440044677234254777431488037109375,s1.3233333333333330283920759029570035636425018310546875,s0,s0.38677777777777794
73,s0.71193333333333352896943324594758450984954833984375,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
74,s1.124433333333333617787275215960107743740081787109375,s1.3233333333333330283920759029570035636425018310546875,s0,s0.38677777777777794
75,s1.536933333333333706605117185972630977630615234375,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
76,s1.9494333333333333513337493059225380420684814453125,s1.3233333333333330283920759029570035636425018310546875,s0,s0.38677777777777794
77,s2.36193333333333299606238142587244510650634765625,s1.8233333333333330283920759029570035636425018310546875,s180,s0.38677777777777794
78,s-2.4370666666666664923468488268554210662841796875,s2.12333333333333396097941658808849751949310302734375,s0,s0.38677777777777794
79,s-2.024566666666666403529006856842897832393646240234375,s2.62333333333333396097941658808849751949310302734375,s180,s0.38677777777777794
80,s-1.6120666666666665367557698118616826832294464111328125,s2.12333333333333396097941658808849751949310302734375,s0,s0.38677777777777794
81,s-1.19956666666666666998253276688046753406524658203125,s2.62333333333333396097941658808849751949310302734375,s180,s0.38677777777777794
82,s-0.787066666666666581164690796867944300174713134765625,s2.12333333333333396097941658808849751949310302734375,s0,s0.38677777777777794
