id,x,y,deg,score
1,s-1.05025906735751295428826779243536293506622314453125,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
2,s-0.63775906735751297649272828493849374353885650634765625,s-3.98186528497409408799967422964982688426971435546875,s0,s0.3911400634715025
3,s-0.225259067357512832163735083668143488466739654541015625,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
4,s0.187240932642487256654106886344379745423793792724609375,s-3.98186528497409408799967422964982688426971435546875,s0,s0.3911400634715025
5,s0.59974093264248684587158777503645978868007659912109375,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
6,s1.012240932642486601622522357502020895481109619140625,s-3.98186528497409408799967422964982688426971435546875,s0,s0.3911400634715025
7,s1.424740932642487134529574177577160298824310302734375,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
8,s1.837240932642486779258206297527067363262176513671875,s-3.98186528497409408799967422964982688426971435546875,s0,s0.3911400634715025
9,s2.249740932642487312165258117602206766605377197265625,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
10,s2.662240932642486956893890237552113831043243408203125,s-3.98186528497409408799967422964982688426971435546875,s0,s0.3911400634715025
11,s3.074740932642486601622522357502020895481109619140625,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
12,s3.487240932642487134529574177577160298824310302734375,s-3.98186528497409408799967422964982688426971435546875,s0,s0.3911400634715025
13,s3.899740932642486779258206297527067363262176513671875,s-3.48186528497409408799967422964982688426971435546875,s180,s0.3911400634715025
14,s-4.0887590673575129329719857196323573589324951171875,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
15,s-3.676259067357512844154143749619834125041961669921875,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
16,s-3.26375906735751275533630177960731089115142822265625,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
17,s-2.851259067357512666518459809594787657260894775390625,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
18,s-2.438759067357513021789827689644880592823028564453125,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
19,s-2.026259067357512488882775869569741189479827880859375,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
20,s-1.613759067357512844154143749619834125041961669921875,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
21,s-1.20125906735751275533630177960731089115142822265625,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
22,s-0.78875906735751277754076227211044169962406158447265625,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
23,s-0.37625906735751268872292030209791846573352813720703125,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
24,s0.036240932642487455606072899172431789338588714599609375,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
25,s0.448740932642486989312402556606684811413288116455078125,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
26,s0.86124093264248668955218590781441889703273773193359375,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
27,s1.273740932642487333481540190405212342739105224609375,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
28,s1.686240932642486978210172310355119407176971435546875,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
29,s2.098740932642487511117224130430258810520172119140625,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
30,s2.511240932642487155845856250380165874958038330078125,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
31,s2.923740932642486800574488370330072939395904541015625,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
32,s3.336240932642487333481540190405212342739105224609375,s-2.68186528497409426563535816967487335205078125,s180,s0.3911400634715025
33,s3.748740932642486978210172310355119407176971435546875,s-3.18186528497409426563535816967487335205078125,s0,s0.3911400634715025
34,s-3.937759067357512687834741882397793233394622802734375,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
35,s-3.52525906735751259901689991238526999950408935546875,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
36,s-3.112759067357512510199057942372746765613555908203125,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
37,s-2.700259067357512865470425822422839701175689697265625,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
38,s-2.28775906735751277665258385241031646728515625,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
39,s-1.875259067357512687834741882397793233394622802734375,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
40,s-1.462759067357513043106109762447886168956756591796875,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
41,s-1.05025906735751295428826779243536293506622314453125,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
42,s-0.63775906735751297649272828493849374353885650634765625,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
43,s-0.225259067357512832163735083668143488466739654541015625,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
44,s0.187240932642487256654106886344379745423793792724609375,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
45,s0.59974093264248684587158777503645978868007659912109375,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
46,s1.012240932642486601622522357502020895481109619140625,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
47,s1.424740932642487134529574177577160298824310302734375,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
48,s1.837240932642486779258206297527067363262176513671875,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
49,s2.249740932642487312165258117602206766605377197265625,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
50,s2.662240932642486956893890237552113831043243408203125,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
51,s3.074740932642486601622522357502020895481109619140625,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
52,s3.487240932642487134529574177577160298824310302734375,s-2.381865284974093999181832259637303650379180908203125,s0,s0.3911400634715025
53,s3.899740932642486779258206297527067363262176513671875,s-1.8818652849740946653156470347312279045581817626953125,s180,s0.3911400634715025
54,s-4.0887590673575129329719857196323573589324951171875,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
55,s-3.676259067357512844154143749619834125041961669921875,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
56,s-3.26375906735751275533630177960731089115142822265625,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
57,s-2.851259067357512666518459809594787657260894775390625,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
58,s-2.438759067357513021789827689644880592823028564453125,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
59,s-2.026259067357512488882775869569741189479827880859375,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
60,s-1.613759067357512844154143749619834125041961669921875,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
61,s-1.20125906735751275533630177960731089115142822265625,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
62,s-0.78875906735751277754076227211044169962406158447265625,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
63,s-0.37625906735751268872292030209791846573352813720703125,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
64,s0.036240932642487455606072899172431789338588714599609375,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
65,s0.448740932642486989312402556606684811413288116455078125,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
66,s0.86124093264248668955218590781441889703273773193359375,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
67,s1.273740932642487333481540190405212342739105224609375,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
68,s1.686240932642486978210172310355119407176971435546875,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
69,s2.098740932642487511117224130430258810520172119140625,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
70,s2.511240932642487155845856250380165874958038330078125,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
71,s2.923740932642486800574488370330072939395904541015625,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
72,s3.336240932642487333481540190405212342739105224609375,s-1.0818652849740943988621211246936582028865814208984375,s180,s0.3911400634715025
73,s3.748740932642486978210172310355119407176971435546875,s-1.5818652849740943988621211246936582028865814208984375,s0,s0.3911400634715025
74,s-3.937759067357512687834741882397793233394622802734375,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
75,s-3.52525906735751259901689991238526999950408935546875,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
76,s-3.112759067357512510199057942372746765613555908203125,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
77,s-2.700259067357512865470425822422839701175689697265625,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
78,s-2.28775906735751277665258385241031646728515625,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
79,s-1.875259067357512687834741882397793233394622802734375,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
80,s-1.462759067357513043106109762447886168956756591796875,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
81,s-1.05025906735751295428826779243536293506622314453125,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
82,s-0.63775906735751297649272828493849374353885650634765625,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
83,s-0.225259067357512832163735083668143488466739654541015625,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
84,s0.187240932642487256654106886344379745423793792724609375,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
85,s0.59974093264248684587158777503645978868007659912109375,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
86,s1.012240932642486601622522357502020895481109619140625,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
87,s1.424740932642487134529574177577160298824310302734375,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
88,s1.837240932642486779258206297527067363262176513671875,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
89,s2.249740932642487312165258117602206766605377197265625,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
90,s2.662240932642486956893890237552113831043243408203125,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
91,s3.074740932642486601622522357502020895481109619140625,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
92,s3.487240932642487134529574177577160298824310302734375,s-0.7818652849740945764978050647187046706676483154296875,s0,s0.3911400634715025
93,s3.899740932642486779258206297527067363262176513671875,s-0.281865284974094520986653833460877649486064910888671875,s180,s0.3911400634715025
94,s-4.0887590673575129329719857196323573589324951171875,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
95,s-3.676259067357512844154143749619834125041961669921875,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
96,s-3.26375906735751275533630177960731089115142822265625,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
97,s-2.851259067357512666518459809594787657260894775390625,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
98,s-2.438759067357513021789827689644880592823028564453125,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
99,s-2.026259067357512488882775869569741189479827880859375,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
100,s-1.613759067357512844154143749619834125041961669921875,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
101,s-1.20125906735751275533630177960731089115142822265625,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
102,s-0.78875906735751277754076227211044169962406158447265625,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
103,s-0.37625906735751268872292030209791846573352813720703125,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
104,s0.036240932642487455606072899172431789338588714599609375,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
105,s0.448740932642486989312402556606684811413288116455078125,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
106,s0.86124093264248668955218590781441889703273773193359375,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
107,s1.273740932642487333481540190405212342739105224609375,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
108,s1.686240932642486978210172310355119407176971435546875,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
109,s2.098740932642487511117224130430258810520172119140625,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
110,s2.511240932642487155845856250380165874958038330078125,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
111,s2.923740932642486800574488370330072939395904541015625,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
112,s3.336240932642487333481540190405212342739105224609375,s0.5181347150259052458665109952562488615512847900390625,s180,s0.3911400634715025
113,s3.748740932642486978210172310355119407176971435546875,s0.0181347150259052701526396589315481833182275295257568359375,s0,s0.3911400634715025
114,s-3.937759067357512687834741882397793233394622802734375,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
115,s-3.52525906735751259901689991238526999950408935546875,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
116,s-3.112759067357512510199057942372746765613555908203125,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
117,s-2.700259067357512865470425822422839701175689697265625,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
118,s-2.28775906735751277665258385241031646728515625,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
119,s-1.875259067357512687834741882397793233394622802734375,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
120,s-1.462759067357513043106109762447886168956756591796875,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
121,s-1.05025906735751295428826779243536293506622314453125,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
122,s-0.63775906735751297649272828493849374353885650634765625,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
123,s-0.225259067357512832163735083668143488466739654541015625,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
124,s0.187240932642487256654106886344379745423793792724609375,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
125,s0.59974093264248684587158777503645978868007659912109375,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
126,s1.012240932642486601622522357502020895481109619140625,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
127,s1.424740932642487134529574177577160298824310302734375,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
128,s1.837240932642486779258206297527067363262176513671875,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
129,s2.249740932642487312165258117602206766605377197265625,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
130,s2.662240932642486956893890237552113831043243408203125,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
131,s3.074740932642486601622522357502020895481109619140625,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
132,s3.487240932642487134529574177577160298824310302734375,s0.8181347150259059564092467553564347326755523681640625,s0,s0.3911400634715025
133,s3.899740932642486779258206297527067363262176513671875,s1.3181347150259059564092467553564347326755523681640625,s180,s0.3911400634715025
134,s-4.0887590673575129329719857196323573589324951171875,s2.118134715025906444907377590425312519073486328125,s180,s0.3911400634715025
