id,x,y,deg,score
1,s-0.444821705426356517332209250525920651853084564208984375,s-2.703875968992248690625501694739796221256256103515625,s180,s0.43036744961240303
2,s-0.03232170542635647014773070395676768384873867034912109375,s-3.203875968992248690625501694739796221256256103515625,s0,s0.43036744961240303
3,s0.380178294573643660303474689499125815927982330322265625,s-2.703875968992248690625501694739796221256256103515625,s180,s0.43036744961240303
4,s0.792678294573643693610165428253822028636932373046875,s-3.203875968992248690625501694739796221256256103515625,s0,s0.43036744961240303
5,s1.2051782945736435603834024732350371778011322021484375,s-2.703875968992248690625501694739796221256256103515625,s180,s0.43036744961240303
6,s1.6176782945736432051120345931849442422389984130859375,s-3.203875968992248690625501694739796221256256103515625,s0,s0.43036744961240303
7,s2.0301782945736430718852716381661593914031982421875,s-2.703875968992248690625501694739796221256256103515625,s180,s0.43036744961240303
8,s2.442678294573642716613903758116066455841064453125,s-3.203875968992248690625501694739796221256256103515625,s0,s0.43036744961240303
9,s2.85517829457364324952095557819120585918426513671875,s-2.703875968992248690625501694739796221256256103515625,s180,s0.43036744961240303
10,s3.26767829457364289424958769814111292362213134765625,s-3.203875968992248690625501694739796221256256103515625,s0,s0.43036744961240303
11,s-3.48332170542635655152707840898074209690093994140625,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
12,s-3.07082170542635690679844628903083503246307373046875,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
13,s-2.658321705426356817980604319018311798572540283203125,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
14,s-2.245821705426357173251972199068404734134674072265625,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
15,s-1.83332170542635619625571052893064916133880615234375,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
16,s-1.420821705426356107437868558918125927448272705078125,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
17,s-1.008321705426356462709236438968218863010406494140625,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
18,s-0.595821705426356373891394468955695629119873046875,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
19,s-0.183321705426356285073552498943172395229339599609375,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
20,s0.2291782945736438314998650866982643492519855499267578125,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
21,s0.641678294573643892562131441081874072551727294921875,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
22,s1.0541782945736437593353684860630892217159271240234375,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
23,s1.4666782945736434040640006060129962861537933349609375,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
24,s1.8791782945736439369710524260881356894969940185546875,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
25,s2.291678294573642915565869770944118499755859375,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
26,s2.70417829457364344847292159101925790309906005859375,s-2.403875968992248868261185634764842689037322998046875,s0,s0.43036744961240303
27,s3.11667829457364309320155371096916496753692626953125,s-1.9038759689922482021273708596709184348583221435546875,s180,s0.43036744961240303
28,s-3.33232170542635675047904442180879414081573486328125,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
29,s-2.919821705426356661661202451796270906925201416015625,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
30,s-2.507321705426357016932570331846363842487335205078125,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
31,s-2.0948217054263569281147283618338406085968017578125,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
32,s-1.6823217054263561731630716167273931205272674560546875,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
33,s-1.2698217054263560843452296467148698866367340087890625,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
34,s-0.857321705426356661661202451796270906925201416015625,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
35,s-0.444821705426356517332209250525920651853084564208984375,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
36,s-0.03232170542635647014773070395676768384873867034912109375,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
37,s0.380178294573643660303474689499125815927982330322265625,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
38,s0.792678294573643693610165428253822028636932373046875,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
39,s1.2051782945736435603834024732350371778011322021484375,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
40,s1.6176782945736432051120345931849442422389984130859375,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
41,s2.0301782945736430718852716381661593914031982421875,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
42,s2.442678294573642716613903758116066455841064453125,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
43,s2.85517829457364324952095557819120585918426513671875,s-1.1038759689922483797630547996959649026393890380859375,s180,s0.43036744961240303
44,s3.26767829457364289424958769814111292362213134765625,s-1.603875968992248157718449874664656817913055419921875,s0,s0.43036744961240303
45,s-3.48332170542635655152707840898074209690093994140625,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
46,s-3.07082170542635690679844628903083503246307373046875,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
47,s-2.658321705426356817980604319018311798572540283203125,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
48,s-2.245821705426357173251972199068404734134674072265625,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
49,s-1.83332170542635619625571052893064916133880615234375,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
50,s-1.420821705426356107437868558918125927448272705078125,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
51,s-1.008321705426356462709236438968218863010406494140625,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
52,s-0.595821705426356373891394468955695629119873046875,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
53,s-0.183321705426356285073552498943172395229339599609375,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
54,s0.2291782945736438314998650866982643492519855499267578125,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
55,s0.641678294573643892562131441081874072551727294921875,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
56,s1.0541782945736437593353684860630892217159271240234375,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
57,s1.4666782945736434040640006060129962861537933349609375,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
58,s1.8791782945736439369710524260881356894969940185546875,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
59,s2.291678294573642915565869770944118499755859375,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
60,s2.70417829457364344847292159101925790309906005859375,s-0.803875968992248335354133814689703285694122314453125,s0,s0.43036744961240303
61,s3.11667829457364309320155371096916496753692626953125,s-0.30387596899224822433183135217404924333095550537109375,s180,s0.43036744961240303
62,s-3.33232170542635675047904442180879414081573486328125,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
63,s-2.919821705426356661661202451796270906925201416015625,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
64,s-2.507321705426357016932570331846363842487335205078125,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
65,s-2.0948217054263569281147283618338406085968017578125,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
66,s-1.6823217054263561731630716167273931205272674560546875,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
67,s-1.2698217054263560843452296467148698866367340087890625,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
68,s-0.857321705426356661661202451796270906925201416015625,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
69,s-0.444821705426356517332209250525920651853084564208984375,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
70,s-0.03232170542635647014773070395676768384873867034912109375,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
71,s0.380178294573643660303474689499125815927982330322265625,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
72,s0.792678294573643693610165428253822028636932373046875,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
73,s1.2051782945736435603834024732350371778011322021484375,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
74,s1.6176782945736432051120345931849442422389984130859375,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
75,s2.0301782945736430718852716381661593914031982421875,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
76,s2.442678294573642716613903758116066455841064453125,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
77,s2.85517829457364324952095557819120585918426513671875,s0.496124031007751542521333476543077267706394195556640625,s180,s0.43036744961240303
78,s3.26767829457364289424958769814111292362213134765625,s-0.003875968992248436661984811735237599350512027740478515625,s0,s0.43036744961240303
79,s-3.48332170542635655152707840898074209690093994140625,s1.2961240310077517534637081553228199481964111328125,s180,s0.43036744961240303
