id,x,y,deg,score
1,s-3.4500628140703515356335628894157707691192626953125,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
2,s-3.037562814070351446815720919403247535228729248046875,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
3,s-2.625062814070351802087088799453340470790863037109375,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
4,s-2.21256281407035171326924682944081723690032958984375,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
5,s-1.800062814070351624451404859428294003009796142578125,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
6,s-1.387562814070351979722772739478386938571929931640625,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
7,s-0.975062814070351890904930769465863704681396484375,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
8,s-0.562562814070351802087088799453340470790863037109375,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
9,s-0.1500628140703516855136712138119037263095378875732421875,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
10,s0.262437185929648431059746371829533018171787261962890625,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
11,s0.674937185929648020277227260521613061428070068359375,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
12,s1.087437185929647665005859380471520125865936279296875,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
13,s1.499937185929648197912911200546659529209136962890625,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
14,s1.912437185929647842641543320496566593647003173828125,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
15,s2.324937185929648375548595140571705996990203857421875,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
16,s2.737437185929648020277227260521613061428070068359375,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
17,s3.149937185929647665005859380471520125865936279296875,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
18,s3.562437185929648197912911200546659529209136962890625,s-3.869346733668341808964896699762903153896331787109375,s0,s0.37934689572864316
19,s3.974937185929647842641543320496566593647003173828125,s-3.369346733668341808964896699762903153896331787109375,s180,s0.37934689572864316
20,s-4.013562814070350981410228996537625789642333984375,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
21,s-3.601062814070351780770806726650334894657135009765625,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
22,s-3.1885628140703516919529647566378116607666015625,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
23,s-2.776062814070351603135122786625288426876068115234375,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
24,s-2.363562814070351958406490666675381362438201904296875,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
25,s-1.9510628140703516475440437716315500438213348388671875,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
26,s-1.538562814070351780770806726650334894657135009765625,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
27,s-1.1260628140703516919529647566378116607666015625,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
28,s-0.713562814070351603135122786625288426876068115234375,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
29,s-0.301062814070351458806129585354938171803951263427734375,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
30,s0.11143718592964861613392457684312830679118633270263671875,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
31,s0.523937185929648219229193273349665105342864990234375,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
32,s0.936437185929647863957825393299572169780731201171875,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
33,s1.348937185929648396864877213374711573123931884765625,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
34,s1.761437185929648041593509333324618637561798095703125,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
35,s2.173937185929648574500561153399758040904998779296875,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
36,s2.586437185929648219229193273349665105342864990234375,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
37,s2.998937185929647863957825393299572169780731201171875,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
38,s3.411437185929648396864877213374711573123931884765625,s-2.569346733668341986600580639787949621677398681640625,s180,s0.37934689572864316
39,s3.823937185929648041593509333324618637561798095703125,s-3.069346733668341986600580639787949621677398681640625,s0,s0.37934689572864316
40,s-3.862562814070351624451404859428294003009796142578125,s-2.26934673366834172014705472975037992000579833984375,s0,s0.37934689572864316
41,s-3.4500628140703515356335628894157707691192626953125,s-1.7693467336683419421916596547816880047321319580078125,s180,s0.37934689572864316
