id,x,y,deg,score
1,s-1.265619037228729328991436,s-0.5593588948050500445768884,s173.345627113583333311908063478767871856689453125,s0.4828115039643743
2,s-0.84157500000000007300826609935029409825801849365234375,s-1.0749999999999999555910790149937383830547332763671875,s0,s0.4828115039643743
3,s-0.429074999999999928679272898079943843185901641845703125,s-0.57500000000000028865798640254070051014423370361328125,s180,s0.4828115039643743
4,s-0.0165750000000002561950651625011232681572437286376953125,s-1.0749999999999999555910790149937383830547332763671875,s0,s0.4828115039643743
5,s0.39592499999999952731144503559335134923458099365234375,s-0.57500000000000028865798640254070051014423370361328125,s180,s0.4828115039643743
6,s0.80842500000000006021849685566849075257778167724609375,s-1.0749999999999999555910790149937383830547332763671875,s0,s0.4828115039643743
7,s1.22092500000000026005864128819666802883148193359375,s-0.57500000000000028865798640254070051014423370361328125,s180,s0.4828115039643743
8,s-0.99257500000000009610090501155355013906955718994140625,s0.2249999999999999500399638918679556809365749359130859375,s180,s0.4828115039643743
9,s-0.58007499999999978523845811650971882045269012451171875,s-0.275000000000000188737914186276611872017383575439453125,s0,s0.4828115039643743
10,s-0.1675749999999999462207966871574171818792819976806640625,s0.2249999999999999500399638918679556809365749359130859375,s180,s0.4828115039643743
11,s0.244924999999999892796864742194884456694126129150390625,s-0.275000000000000188737914186276611872017383575439453125,s0,s0.4828115039643743
12,s0.657425000000000370192765331012196838855743408203125,s0.2249999999999999500399638918679556809365749359130859375,s180,s0.4828115039643743
13,s1.06992500000000045901060730102472007274627685546875,s-0.275000000000000188737914186276611872017383575439453125,s0,s0.4828115039643743
14,s-1.2540750000000000508038056068471632897853851318359375,s1.0250000000000003552713678800500929355621337890625,s180,s0.4828115039643743
15,s-0.84157500000000007300826609935029409825801849365234375,s0.5249999999999996891375531049561686813831329345703125,s0,s0.4828115039643743
16,s-0.429074999999999928679272898079943843185901641845703125,s1.0250000000000003552713678800500929355621337890625,s180,s0.4828115039643743
17,s-0.0165750000000002561950651625011232681572437286376953125,s0.5249999999999996891375531049561686813831329345703125,s0,s0.4828115039643743
18,s0.39592499999999952731144503559335134923458099365234375,s1.0250000000000003552713678800500929355621337890625,s180,s0.4828115039643743
19,s0.80842500000000006021849685566849075257778167724609375,s0.5249999999999996891375531049561686813831329345703125,s0,s0.4828115039643743
20,s1.22092500000000026005864128819666802883148193359375,s1.0250000000000003552713678800500929355621337890625,s180,s0.4828115039643743
21,s-0.1826109298702447165246854,s-1.458198611532503950229123,s99.9927114266106258355648606084287166595458984375,s0.4828115039643743
