id,x,y,deg,score
1,s-1.667840361445783070593051888863556087017059326171875,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
2,s-1.255340361445783425864419768913649022579193115234375,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
3,s-0.84284036144578333704657779890112578868865966796875,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
4,s-0.430340361445783192717584597630775533616542816162109375,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
5,s-0.0178403614457831351247651952007799991406500339508056640625,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
6,s0.394659638554216984918099342394270934164524078369140625,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
7,s0.807159638554216574135580231086350977420806884765625,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
8,s1.219659638554216218864212351036258041858673095703125,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
9,s1.632159638554216751771264171111397445201873779296875,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
10,s2.044659638554216396499896291061304509639739990234375,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
11,s2.457159638554216929406948111136443912982940673828125,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
12,s2.869659638554216574135580231086350977420806884765625,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
13,s3.282159638554216218864212351036258041858673095703125,s-3.046385542168677407204313567490316927433013916015625,s180,s0.41260346987951807
14,s3.694659638554216751771264171111397445201873779296875,s-3.546385542168677407204313567490316927433013916015625,s0,s0.41260346987951807
15,s-3.881340361445782871641085876035504043102264404296875,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
16,s-3.468840361445783226912453756085596978664398193359375,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
17,s-3.05634036144578313809461178607307374477386474609375,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
18,s-2.643840361445783049276769816060550510883331298828125,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
19,s-2.231340361445783404548137696110643446445465087890625,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
20,s-1.8188403614457830936856908010668121278285980224609375,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
21,s-1.406340361445783226912453756085596978664398193359375,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
22,s-0.99384036144578313809461178607307374477386474609375,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
23,s-0.581340361445783049276769816060550510883331298828125,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
24,s-0.1688403614457829604589278460480272769927978515625,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
25,s0.243659638554217183870065355222322978079319000244140625,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
26,s0.656159638554216773087546243914403021335601806640625,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
27,s1.068659638554216417816178363864310085773468017578125,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
28,s1.481159638554216950723230183939449489116668701171875,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
29,s1.893659638554216595451862303889356553554534912109375,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
30,s2.306159638554217128358914123964495956897735595703125,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
31,s2.718659638554216773087546243914403021335601806640625,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
32,s3.131159638554216417816178363864310085773468017578125,s-2.74638554216867714075078765745274722576141357421875,s0,s0.41260346987951807
33,s3.543659638554216950723230183939449489116668701171875,s-2.24638554216867714075078765745274722576141357421875,s180,s0.41260346987951807
34,s-3.730340361445783070593051888863556087017059326171875,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
35,s-3.31784036144578298177520991885103285312652587890625,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
36,s-2.905340361445782892957367948838509619235992431640625,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
37,s-2.492840361445783248228735828888602554798126220703125,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
38,s-2.0803403614457831594108938588760793209075927734375,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
39,s-1.667840361445783070593051888863556087017059326171875,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
40,s-1.255340361445783425864419768913649022579193115234375,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
41,s-0.84284036144578333704657779890112578868865966796875,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
42,s-0.430340361445783192717584597630775533616542816162109375,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
43,s-0.0178403614457831351247651952007799991406500339508056640625,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
44,s0.394659638554216984918099342394270934164524078369140625,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
45,s0.807159638554216574135580231086350977420806884765625,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
46,s1.219659638554216218864212351036258041858673095703125,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
47,s1.632159638554216751771264171111397445201873779296875,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
48,s2.044659638554216396499896291061304509639739990234375,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
49,s2.457159638554216929406948111136443912982940673828125,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
50,s2.869659638554216574135580231086350977420806884765625,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
51,s3.282159638554216218864212351036258041858673095703125,s-1.44638554216867731838647159747779369354248046875,s180,s0.41260346987951807
52,s3.694659638554216751771264171111397445201873779296875,s-1.94638554216867731838647159747779369354248046875,s0,s0.41260346987951807
53,s-3.881340361445782871641085876035504043102264404296875,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
54,s-3.468840361445783226912453756085596978664398193359375,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
55,s-3.05634036144578313809461178607307374477386474609375,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
56,s-2.643840361445783049276769816060550510883331298828125,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
57,s-2.231340361445783404548137696110643446445465087890625,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
58,s-1.8188403614457830936856908010668121278285980224609375,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
59,s-1.406340361445783226912453756085596978664398193359375,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
60,s-0.99384036144578313809461178607307374477386474609375,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
61,s-0.581340361445783049276769816060550510883331298828125,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
62,s-0.1688403614457829604589278460480272769927978515625,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
63,s0.243659638554217183870065355222322978079319000244140625,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
64,s0.656159638554216773087546243914403021335601806640625,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
65,s1.068659638554216417816178363864310085773468017578125,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
66,s1.481159638554216950723230183939449489116668701171875,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
67,s1.893659638554216595451862303889356553554534912109375,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
68,s2.306159638554217128358914123964495956897735595703125,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
69,s2.718659638554216773087546243914403021335601806640625,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
70,s3.131159638554216417816178363864310085773468017578125,s-1.146385542168677051932945687440223991870880126953125,s0,s0.41260346987951807
71,s3.543659638554216950723230183939449489116668701171875,s-0.646385542168677051932945687440223991870880126953125,s180,s0.41260346987951807
72,s-3.730340361445783070593051888863556087017059326171875,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
73,s-3.31784036144578298177520991885103285312652587890625,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
74,s-2.905340361445782892957367948838509619235992431640625,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
75,s-2.492840361445783248228735828888602554798126220703125,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
76,s-2.0803403614457831594108938588760793209075927734375,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
77,s-1.667840361445783070593051888863556087017059326171875,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
78,s-1.255340361445783425864419768913649022579193115234375,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
79,s-0.84284036144578333704657779890112578868865966796875,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
80,s-0.430340361445783192717584597630775533616542816162109375,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
81,s-0.0178403614457831351247651952007799991406500339508056640625,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
82,s0.394659638554216984918099342394270934164524078369140625,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
83,s0.807159638554216574135580231086350977420806884765625,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
84,s1.219659638554216218864212351036258041858673095703125,s-0.346385542168677174057478396207443438470363616943359375,s0,s0.41260346987951807
85,s1.632159638554216751771264171111397445201873779296875,s0.1536144578313227981869459881636430509388446807861328125,s180,s0.41260346987951807
