id,x,y,deg,score
1,s-1.0475000000000000976996261670137755572795867919921875,s-1.0352941176470589201841221438371576368808746337890625,s0,s0.44890625000000006
2,s-0.63499999999999989785948173448559828102588653564453125,s-0.535294117647059142228727068868465721607208251953125,s180,s0.44890625000000006
3,s-0.2225000000000002253752739989067777059972286224365234375,s-1.0352941176470589201841221438371576368808746337890625,s0,s0.44890625000000006
4,s0.1899999999999995026200849679298698902130126953125,s-0.535294117647059142228727068868465721607208251953125,s180,s0.44890625000000006
5,s0.60250000000000003552713678800500929355621337890625,s-1.0352941176470589201841221438371576368808746337890625,s0,s0.44890625000000006
6,s1.015000000000000124344978758017532527446746826171875,s-0.535294117647059142228727068868465721607208251953125,s180,s0.44890625000000006
7,s-0.7859999999999998099298181841732002794742584228515625,s-0.2352941176470590145530792369754635728895664215087890625,s0,s0.44890625000000006
8,s-0.37349999999999994315658113919198513031005859375,s0.26470588235294112422479884116910398006439208984375,s180,s0.44890625000000006
9,s0.0389999999999999236166559057892300188541412353515625,s-0.2352941176470590145530792369754635728895664215087890625,s0,s0.44890625000000006
10,s0.45150000000000034550140526334871537983417510986328125,s0.26470588235294112422479884116910398006439208984375,s180,s0.44890625000000006
11,s0.86400000000000043431924723336123861372470855712890625,s-0.2352941176470590145530792369754635728895664215087890625,s0,s0.44890625000000006
12,s-1.0475000000000000976996261670137755572795867919921875,s0.56470588235294083556681243862840346992015838623046875,s0,s0.44890625000000006
13,s-0.63499999999999989785948173448559828102588653564453125,s1.0647058823529416127229296762379817664623260498046875,s180,s0.44890625000000006
14,s-0.2225000000000002253752739989067777059972286224365234375,s0.56470588235294083556681243862840346992015838623046875,s0,s0.44890625000000006
15,s0.1899999999999995026200849679298698902130126953125,s1.0647058823529416127229296762379817664623260498046875,s180,s0.44890625000000006
16,s0.60250000000000003552713678800500929355621337890625,s0.56470588235294083556681243862840346992015838623046875,s0,s0.44890625000000006
17,s1.015000000000000124344978758017532527446746826171875,s1.0647058823529416127229296762379817664623260498046875,s180,s0.44890625000000006
