id,x,y,deg,score
1,s-0.45344478527607356976858454800094477832317352294921875,s-3.605521472392638315795920789241790771484375,s0,s0.42019739877300616
2,s-0.040944785276073487889636481895649922080338001251220703125,s-3.105521472392638315795920789241790771484375,s180,s0.42019739877300616
3,s0.37155521472392660786709939202410168945789337158203125,s-3.605521472392638315795920789241790771484375,s0,s0.42019739877300616
4,s0.78405521472392625259573151197400875389575958251953125,s-3.105521472392638315795920789241790771484375,s180,s0.42019739877300616
5,s1.196555214723925786302061169408261775970458984375,s-3.605521472392638315795920789241790771484375,s0,s0.42019739877300616
6,s1.60905521472392631920911298948340117931365966796875,s-3.105521472392638315795920789241790771484375,s180,s0.42019739877300616
7,s2.02155521472392596393774510943330824375152587890625,s-3.605521472392638315795920789241790771484375,s0,s0.42019739877300616
8,s2.4340552147239264968447969295084476470947265625,s-3.105521472392638315795920789241790771484375,s180,s0.42019739877300616
9,s2.8465552147239261415734290494583547115325927734375,s-3.605521472392638315795920789241790771484375,s0,s0.42019739877300616
10,s3.259055214723925786302061169408261775970458984375,s-3.105521472392638315795920789241790771484375,s180,s0.42019739877300616
11,s3.67155521472392631920911298948340117931365966796875,s-3.605521472392638315795920789241790771484375,s0,s0.42019739877300616
12,s-3.904444785276073304203237057663500308990478515625,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
13,s-3.4919447852760736594746049377135932445526123046875,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
14,s-3.079444785276073570656762967701070010662078857421875,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
15,s-2.66694478527607348183892099768854677677154541015625,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
16,s-2.25444478527607383711028887773863971233367919921875,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
17,s-1.8419447852760735262478419826948083937168121337890625,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
18,s-1.4294447852760736594746049377135932445526123046875,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
19,s-1.016944785276073570656762967701070010662078857421875,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
20,s-0.60444478527607337081661853517289273440837860107421875,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
21,s-0.19194478527607328199877656516036950051784515380859375,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
22,s0.220555214723926862330216636109980754554271697998046875,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
23,s0.63305521472392645154769752480206079781055450439453125,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
24,s1.04555521472392598525402718223631381988525390625,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
25,s1.45805521472392651816107900231145322322845458984375,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
26,s1.87055521472392616288971112226136028766632080078125,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
27,s2.283055214723926695796762942336499691009521484375,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
28,s2.6955552147239263405253950622864067554473876953125,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
29,s3.10805521472392598525402718223631381988525390625,s-2.805521472392638049342394879204221069812774658203125,s0,s0.42019739877300616
30,s3.52055521472392651816107900231145322322845458984375,s-2.305521472392638049342394879204221069812774658203125,s180,s0.42019739877300616
31,s-3.7534447852760735031552030704915523529052734375,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
32,s-3.340944785276073414337361100479029119014739990234375,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
33,s-2.92844478527607332551951913046650588512420654296875,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
34,s-2.51594478527607368079088701051659882068634033203125,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
35,s-2.103444785276073591973045040504075586795806884765625,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
36,s-1.6909447852760735031552030704915523529052734375,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
37,s-1.2784447852760738584265709505416452884674072265625,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
38,s-0.86594478527607365858642651801346801221370697021484375,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
39,s-0.45344478527607356976858454800094477832317352294921875,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
40,s-0.040944785276073487889636481895649922080338001251220703125,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
41,s0.37155521472392660786709939202410168945789337158203125,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
42,s0.78405521472392625259573151197400875389575958251953125,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
43,s1.196555214723925786302061169408261775970458984375,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
44,s1.60905521472392631920911298948340117931365966796875,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
45,s2.02155521472392596393774510943330824375152587890625,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
46,s2.4340552147239264968447969295084476470947265625,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
47,s2.8465552147239261415734290494583547115325927734375,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
48,s3.259055214723925786302061169408261775970458984375,s-1.5055214723926384490226837442605756223201751708984375,s180,s0.42019739877300616
49,s3.67155521472392631920911298948340117931365966796875,s-2.0055214723926386710672886692918837070465087890625,s0,s0.42019739877300616
50,s-3.904444785276073304203237057663500308990478515625,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
51,s-3.4919447852760736594746049377135932445526123046875,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
52,s-3.079444785276073570656762967701070010662078857421875,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
53,s-2.66694478527607348183892099768854677677154541015625,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
54,s-2.25444478527607383711028887773863971233367919921875,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
55,s-1.8419447852760735262478419826948083937168121337890625,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
56,s-1.4294447852760736594746049377135932445526123046875,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
57,s-1.016944785276073570656762967701070010662078857421875,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
58,s-0.60444478527607337081661853517289273440837860107421875,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
59,s-0.19194478527607328199877656516036950051784515380859375,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
60,s0.220555214723926862330216636109980754554271697998046875,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
61,s0.63305521472392645154769752480206079781055450439453125,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
62,s1.04555521472392598525402718223631381988525390625,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
63,s1.45805521472392651816107900231145322322845458984375,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
64,s1.87055521472392616288971112226136028766632080078125,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
65,s2.283055214723926695796762942336499691009521484375,s-1.2055214723926381825691578342230059206485748291015625,s0,s0.42019739877300616
66,s2.6955552147239263405253950622864067554473876953125,s-0.70552147239263829359146029673865996301174163818359375,s180,s0.42019739877300616
