id,x,y,deg,score
1,s1.854215517241379007629120678757317364215850830078125,s-3.3396551724137939487491166801191866397857666015625,s0,s0.42707312284482757
2,s2.266715517241378652357752798707224428653717041015625,s-2.8396551724137939487491166801191866397857666015625,s180,s0.42707312284482757
3,s2.679215517241378297086384918657131493091583251953125,s-3.3396551724137939487491166801191866397857666015625,s0,s0.42707312284482757
4,s3.091715517241378829993436738732270896434783935546875,s-2.8396551724137939487491166801191866397857666015625,s180,s0.42707312284482757
5,s-3.246784482758620971054597248439677059650421142578125,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
6,s-2.834284482758621326325965128489769995212554931640625,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
7,s-2.421784482758621237508123158477246761322021484375,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
8,s-2.009284482758621148690281188464723527431488037109375,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
9,s-1.5967844827586203937386244433582760393619537353515625,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
10,s-1.1842844827586203049207824733457528054714202880859375,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
11,s-0.771784482758620438147545428364537656307220458984375,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
12,s-0.359284482758620293818552227094187401235103607177734375,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
13,s0.053215517241379794999289742918335832655429840087890625,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
14,s0.4657155172413798283059804816730320453643798828125,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
15,s0.878215517241379917123822451685555279254913330078125,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
16,s1.290715517241379561852454571635462343692779541015625,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
17,s1.703215517241379206581086691585369408130645751953125,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
18,s2.115715517241378851309718811535276472568511962890625,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
19,s2.528215517241378496038350931485183537006378173828125,s-2.03965517241379412638480062014423310756683349609375,s180,s0.42707312284482757
20,s2.940715517241379028945402751560322940349578857421875,s-2.539655172413793682295590770081616938114166259765625,s0,s0.42707312284482757
21,s-3.095784482758621170006563261267729103565216064453125,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
22,s-2.6832844827586210811887212912552058696746826171875,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
23,s-2.270784482758620992370879321242682635784149169921875,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
24,s-1.858284482758620459463827501167543232440948486328125,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
25,s-1.4457844827586203706459855311550199985504150390625,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
26,s-1.033284482758620281828143561142496764659881591796875,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
27,s-0.620784482758620637099511441192589700222015380859375,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
28,s-0.20828448275862043725936700866441242396831512451171875,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
29,s0.20421551724137965155847496134811080992221832275390625,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
30,s0.6167155172413796293540144688449800014495849609375,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
31,s1.029215517241379718171856438857503235340118408203125,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
32,s1.441715517241379362900488558807410299777984619140625,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
33,s1.854215517241379007629120678757317364215850830078125,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
34,s2.266715517241378652357752798707224428653717041015625,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
35,s2.679215517241378297086384918657131493091583251953125,s-1.739655172413794304020484560169279575347900390625,s0,s0.42707312284482757
36,s3.091715517241378829993436738732270896434783935546875,s-1.239655172413794304020484560169279575347900390625,s180,s0.42707312284482757
37,s-3.246784482758620971054597248439677059650421142578125,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
38,s-2.834284482758621326325965128489769995212554931640625,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
39,s-2.421784482758621237508123158477246761322021484375,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
40,s-2.009284482758621148690281188464723527431488037109375,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
41,s-1.5967844827586203937386244433582760393619537353515625,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
42,s-1.1842844827586203049207824733457528054714202880859375,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
43,s-0.771784482758620438147545428364537656307220458984375,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
44,s-0.359284482758620293818552227094187401235103607177734375,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
45,s0.053215517241379794999289742918335832655429840087890625,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
46,s0.4657155172413798283059804816730320453643798828125,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
47,s0.878215517241379917123822451685555279254913330078125,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
48,s1.290715517241379561852454571635462343692779541015625,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
49,s1.703215517241379206581086691585369408130645751953125,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
50,s2.115715517241378851309718811535276472568511962890625,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
51,s2.528215517241378496038350931485183537006378173828125,s-0.43965517241379414858926111264736391603946685791015625,s180,s0.42707312284482757
52,s2.940715517241379028945402751560322940349578857421875,s-0.9396551724137942596115635751630179584026336669921875,s0,s0.42707312284482757
53,s-3.095784482758621170006563261267729103565216064453125,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
54,s-2.6832844827586210811887212912552058696746826171875,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
55,s-2.270784482758620992370879321242682635784149169921875,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
56,s-1.858284482758620459463827501167543232440948486328125,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
57,s-1.4457844827586203706459855311550199985504150390625,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
58,s-1.033284482758620281828143561142496764659881591796875,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
59,s-0.620784482758620637099511441192589700222015380859375,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
60,s-0.20828448275862043725936700866441242396831512451171875,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
61,s0.20421551724137965155847496134811080992221832275390625,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
62,s0.6167155172413796293540144688449800014495849609375,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
63,s1.029215517241379718171856438857503235340118408203125,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
64,s1.441715517241379362900488558807410299777984619140625,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
65,s1.854215517241379007629120678757317364215850830078125,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
66,s2.266715517241378652357752798707224428653717041015625,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
67,s2.679215517241378297086384918657131493091583251953125,s-0.1396551724137944094916718995591509155929088592529296875,s0,s0.42707312284482757
68,s3.091715517241378829993436738732270896434783935546875,s0.36034482758620545173045002229628153145313262939453125,s180,s0.42707312284482757
