id,x,y,deg,score
1,s2.331247474747474068834662830340676009654998779296875,s-3.4151515151515159374184804619289934635162353515625,s0,s0.43999999999999995
2,s-2.769752525252525021670635396731086075305938720703125,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
3,s-2.357252525252525376942003276781179010868072509765625,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
4,s-1.9447525252525250660795563817373476922512054443359375,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
5,s-1.5322525252525254213509242617874406278133392333984375,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
6,s-1.1197525252525253325330822917749173939228057861328125,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
7,s-0.70725252525252513269293785924674011766910552978515625,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
8,s-0.294752525252525210408549583007697947323322296142578125,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
9,s0.11774747474747483677592896356145502068102359771728515625,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
10,s0.5302474747474750227382855882751755416393280029296875,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
11,s0.94274747474747500053382509577204473316669464111328125,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
12,s1.355247474747474978329364603268913924694061279296875,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
13,s1.767747474747474623057996723218820989131927490234375,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
14,s2.180247474747474267786628843168728053569793701171875,s-2.11515151515151611505416440195403993129730224609375,s180,s0.43999999999999995
15,s2.592747474747474800693680663243867456912994384765625,s-2.615151515151515670964954551891423761844635009765625,s0,s0.43999999999999995
16,s-2.618752525252525220622601409559138119220733642578125,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
17,s-2.2062525252525251318047594395466148853302001953125,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
18,s-1.7937525252525252650315223945653997361660003662109375,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
19,s-1.381252525252525398258285349584184587001800537109375,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
20,s-0.96875252525252519841814091705600731074810028076171875,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
21,s-0.55625252525252510960029894704348407685756683349609375,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
22,s-0.143752525252525409360515595835749991238117218017578125,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
23,s0.26874747474747462394617514291894622147083282470703125,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
24,s0.68124747474747471276401711293146945536136627197265625,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
25,s1.09374747474747469055955662042833864688873291015625,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
26,s1.506247474747474779377398590440861880779266357421875,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
27,s1.918747474747474424106030710390768945217132568359375,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
28,s2.331247474747474068834662830340676009654998779296875,s-1.8151515151515165147344532670103944838047027587890625,s0,s0.43999999999999995
29,s2.743747474747474601741714650415815412998199462890625,s-1.3151515151515165147344532670103944838047027587890625,s180,s0.43999999999999995
30,s-2.769752525252525021670635396731086075305938720703125,s-0.5151515151515162482809273569728247821331024169921875,s180,s0.43999999999999995
31,s-2.357252525252525376942003276781179010868072509765625,s-1.0151515151515162482809273569728247821331024169921875,s0,s0.43999999999999995
