id,x,y,deg,score
1,s-1.5895999999999996799004975400748662650585174560546875,s-1.8444444444444447750441895550466142594814300537109375,s0,s0.41088888888888886
2,s-1.177099999999999813127260495093651115894317626953125,s-1.3444444444444447750441895550466142594814300537109375,s180,s0.41088888888888886
3,s-0.7645999999999997243094185250811278820037841796875,s-1.8444444444444447750441895550466142594814300537109375,s0,s0.41088888888888886
4,s-0.3520999999999998575361814800999127328395843505859375,s-1.3444444444444447750441895550466142594814300537109375,s180,s0.41088888888888886
5,s0.0604000000000002312816604899126105010509490966796875,s-1.8444444444444447750441895550466142594814300537109375,s0,s0.41088888888888886
6,s0.4729000000000003200995024599251337349414825439453125,s-1.3444444444444447750441895550466142594814300537109375,s180,s0.41088888888888886
7,s0.8853999999999999648281345798750407993793487548828125,s-1.8444444444444447750441895550466142594814300537109375,s0,s0.41088888888888886
8,s1.2979000000000000536459765498875640332698822021484375,s-1.3444444444444447750441895550466142594814300537109375,s180,s0.41088888888888886
9,s1.7104000000000001424638185199000872671604156494140625,s-1.8444444444444447750441895550466142594814300537109375,s0,s0.41088888888888886
10,s-1.74059999999999970299313645227812230587005615234375,s-0.544444444444444730635268570040352642536163330078125,s180,s0.41088888888888886
11,s-1.328099999999999614175294482265599071979522705078125,s-1.044444444444444730635268570040352642536163330078125,s0,s0.41088888888888886
12,s-0.9155999999999997474020574372843839228153228759765625,s-0.544444444444444730635268570040352642536163330078125,s180,s0.41088888888888886
13,s-0.503099999999999880628820392303168773651123046875,s-1.044444444444444730635268570040352642536163330078125,s0,s0.41088888888888886
14,s-0.090599999999999791810978422290645539760589599609375,s-0.544444444444444730635268570040352642536163330078125,s180,s0.41088888888888886
15,s0.32190000000000029700686354772187769412994384765625,s-1.044444444444444730635268570040352642536163330078125,s0,s0.41088888888888886
16,s0.7344000000000001637801005927030928432941436767578125,s-0.544444444444444730635268570040352642536163330078125,s180,s0.41088888888888886
17,s1.1469000000000002525979425627156160771846771240234375,s-1.044444444444444730635268570040352642536163330078125,s0,s0.41088888888888886
18,s1.5594000000000003414157845327281393110752105712890625,s-0.544444444444444730635268570040352642536163330078125,s180,s0.41088888888888886
19,s-1.5895999999999996799004975400748662650585174560546875,s-0.2444444444444446862263475850340910255908966064453125,s0,s0.41088888888888886
20,s-1.177099999999999813127260495093651115894317626953125,s0.2555555555555553137736524149659089744091033935546875,s180,s0.41088888888888886
21,s-0.7645999999999997243094185250811278820037841796875,s-0.2444444444444446862263475850340910255908966064453125,s0,s0.41088888888888886
22,s-0.3520999999999998575361814800999127328395843505859375,s0.2555555555555553137736524149659089744091033935546875,s180,s0.41088888888888886
23,s0.0604000000000002312816604899126105010509490966796875,s-0.2444444444444446862263475850340910255908966064453125,s0,s0.41088888888888886
24,s0.4729000000000003200995024599251337349414825439453125,s0.2555555555555553137736524149659089744091033935546875,s180,s0.41088888888888886
25,s0.8853999999999999648281345798750407993793487548828125,s-0.2444444444444446862263475850340910255908966064453125,s0,s0.41088888888888886
26,s1.2979000000000000536459765498875640332698822021484375,s0.2555555555555553137736524149659089744091033935546875,s180,s0.41088888888888886
27,s1.7104000000000001424638185199000872671604156494140625,s-0.2444444444444446862263475850340910255908966064453125,s0,s0.41088888888888886
28,s-1.74059999999999970299313645227812230587005615234375,s1.0555555555555555802271783250034786760807037353515625,s180,s0.41088888888888886
29,s-1.328099999999999614175294482265599071979522705078125,s0.5555555555555555802271783250034786760807037353515625,s0,s0.41088888888888886
30,s-0.9155999999999997474020574372843839228153228759765625,s1.0555555555555555802271783250034786760807037353515625,s180,s0.41088888888888886
31,s-0.503099999999999880628820392303168773651123046875,s0.5555555555555555802271783250034786760807037353515625,s0,s0.41088888888888886
32,s-0.090599999999999791810978422290645539760589599609375,s1.0555555555555555802271783250034786760807037353515625,s180,s0.41088888888888886
33,s0.32190000000000029700686354772187769412994384765625,s0.5555555555555555802271783250034786760807037353515625,s0,s0.41088888888888886
34,s0.7344000000000001637801005927030928432941436767578125,s1.0555555555555555802271783250034786760807037353515625,s180,s0.41088888888888886
35,s1.1469000000000002525979425627156160771846771240234375,s0.5555555555555555802271783250034786760807037353515625,s0,s0.41088888888888886
36,s1.5594000000000003414157845327281393110752105712890625,s1.0555555555555555802271783250034786760807037353515625,s180,s0.41088888888888886
37,s-1.5895999999999996799004975400748662650585174560546875,s1.3555555555555554025914943849784322082996368408203125,s0,s0.41088888888888886
38,s-1.177099999999999813127260495093651115894317626953125,s1.8555555555555554025914943849784322082996368408203125,s180,s0.41088888888888886
39,s-0.7645999999999997243094185250811278820037841796875,s1.3555555555555554025914943849784322082996368408203125,s0,s0.41088888888888886
40,s-0.3520999999999998575361814800999127328395843505859375,s1.8555555555555554025914943849784322082996368408203125,s180,s0.41088888888888886
41,s0.0604000000000002312816604899126105010509490966796875,s1.3555555555555554025914943849784322082996368408203125,s0,s0.41088888888888886
42,s0.4729000000000003200995024599251337349414825439453125,s1.8555555555555554025914943849784322082996368408203125,s180,s0.41088888888888886
43,s0.8853999999999999648281345798750407993793487548828125,s1.3555555555555554025914943849784322082996368408203125,s0,s0.41088888888888886
44,s1.2979000000000000536459765498875640332698822021484375,s1.8555555555555554025914943849784322082996368408203125,s180,s0.41088888888888886
45,s1.7104000000000001424638185199000872671604156494140625,s1.3555555555555554025914943849784322082996368408203125,s0,s0.41088888888888886
