id,x,y,deg,score
1,s-1.017209509382551,s0.30246057229650686,s-66.37116552785484,s0.4279824493370062
2,s-0.9936002889570517,s-0.12913169047312115,s-180.93782818451035,s0.4279824493370062
3,s-1.436703924516594,s-0.6107244905834049,s0.0473471576554636,s0.4279824493370062
4,s-1.8498946149846396,s-0.5702870476131662,s146.22598409421494,s0.4279824493370062
5,s-1.5004451160549699,s-1.108913567299008,s-254.18007211923424,s0.4279824493370062
6,s-1.069536240790264,s-1.1181253431796423,s249.35820346184386,s0.4279824493370062
7,s-0.5679395370144784,s-0.16997803038727627,s-25.200110901651684,s0.4279824493370062
8,s-0.5636484908946549,s-0.5959306579025002,s-164.81953239931866,s0.4279824493370062
9,s-1.9409723249670405,s-0.14846022168747436,s19.119088463074274,s0.4279824493370062
10,s-1.4562895166337226,s0.29351331405640413,s65.87382029996577,s0.4279824493370062
