id,x,y,deg,score
1,s-1.043334532374100565021990405512042343616485595703125,s-3.066906474820144890003348336904309689998626708984375,s180,s0.40467625899280574
2,s-0.63083453237410103131566074807778932154178619384765625,s-3.566906474820144890003348336904309689998626708984375,s0,s0.40467625899280574
3,s-0.2183345323741008592310919311785255558788776397705078125,s-3.066906474820144890003348336904309689998626708984375,s180,s0.40467625899280574
4,s0.194165467625899257342325654462911188602447509765625,s-3.566906474820144890003348336904309689998626708984375,s0,s0.40467625899280574
5,s0.60666546762589923513786516195978038012981414794921875,s-3.066906474820144890003348336904309689998626708984375,s180,s0.40467625899280574
6,s1.0191654676258992129334046694566495716571807861328125,s-3.566906474820144890003348336904309689998626708984375,s0,s0.40467625899280574
7,s1.4316654676258988576620367894065566360950469970703125,s-3.066906474820144890003348336904309689998626708984375,s180,s0.40467625899280574
8,s1.8441654676258985023906689093564637005329132080078125,s-3.566906474820144890003348336904309689998626708984375,s0,s0.40467625899280574
9,s2.256665467625899257342325654462911188602447509765625,s-3.066906474820144890003348336904309689998626708984375,s180,s0.40467625899280574
10,s2.669165467625898902070957774412818253040313720703125,s-3.566906474820144890003348336904309689998626708984375,s0,s0.40467625899280574
11,s3.081665467625899434978009594487957656383514404296875,s-3.066906474820144890003348336904309689998626708984375,s180,s0.40467625899280574
12,s-3.256834532374100366070024392683990299701690673828125,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
13,s-2.844334532374100721341392272734083235263824462890625,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
14,s-2.431834532374100632523550302721560001373291015625,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
15,s-2.0193345323741009877949181827716529369354248046875,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
16,s-1.606834532374100898977076212759129703044891357421875,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
17,s-1.19433453237410081015923424274660646915435791015625,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
18,s-0.78183453237410083236369473524973727762699127197265625,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
19,s-0.369334532374100632523550302721560001373291015625,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
20,s0.043165467625899435477609955569278099574148654937744140625,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
21,s0.45566546762589954511213363730348646640777587890625,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
22,s0.86816546762589952290767314480035565793514251708984375,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
23,s1.2806654676258990566140028022346086800098419189453125,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
24,s1.6931654676258987013426349221845157444477081298828125,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
25,s2.105665467625899456294291667290963232517242431640625,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
26,s2.518165467625899101022923787240870296955108642578125,s-2.2669064748201446235498224268667399883270263671875,s180,s0.40467625899280574
27,s2.930665467625899633929975607316009700298309326171875,s-2.7669064748201446235498224268667399883270263671875,s0,s0.40467625899280574
28,s-3.105834532374100565021990405512042343616485595703125,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
29,s-2.6933345323741004762041484354995191097259521484375,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
30,s-2.280834532374100387386306465486995875835418701171875,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
31,s-1.8683345323741009647022792705683968961238861083984375,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
32,s-1.4558345323741008758844373005558736622333526611328125,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
33,s-1.043334532374100565021990405512042343616485595703125,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
34,s-0.63083453237410103131566074807778932154178619384765625,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
35,s-0.2183345323741008592310919311785255558788776397705078125,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
36,s0.194165467625899257342325654462911188602447509765625,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
37,s0.60666546762589923513786516195978038012981414794921875,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
38,s1.0191654676258992129334046694566495716571807861328125,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
39,s1.4316654676258988576620367894065566360950469970703125,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
40,s1.8441654676258985023906689093564637005329132080078125,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
41,s2.256665467625899257342325654462911188602447509765625,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
42,s2.669165467625898902070957774412818253040313720703125,s-1.966906474820144357096296516829170286655426025390625,s0,s0.40467625899280574
43,s3.081665467625899434978009594487957656383514404296875,s-1.466906474820144357096296516829170286655426025390625,s180,s0.40467625899280574
44,s-3.256834532374100366070024392683990299701690673828125,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
45,s-2.844334532374100721341392272734083235263824462890625,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
46,s-2.431834532374100632523550302721560001373291015625,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
47,s-2.0193345323741009877949181827716529369354248046875,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
48,s-1.606834532374100898977076212759129703044891357421875,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
49,s-1.19433453237410081015923424274660646915435791015625,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
50,s-0.78183453237410083236369473524973727762699127197265625,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
51,s-0.369334532374100632523550302721560001373291015625,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
52,s0.043165467625899435477609955569278099574148654937744140625,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
53,s0.45566546762589954511213363730348646640777587890625,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
54,s0.86816546762589952290767314480035565793514251708984375,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
55,s1.2806654676258990566140028022346086800098419189453125,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
56,s1.6931654676258987013426349221845157444477081298828125,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
57,s2.105665467625899456294291667290963232517242431640625,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
58,s2.518165467625899101022923787240870296955108642578125,s-0.66690647482014409064277060679160058498382568359375,s180,s0.40467625899280574
59,s2.930665467625899633929975607316009700298309326171875,s-1.16690647482014409064277060679160058498382568359375,s0,s0.40467625899280574
60,s-3.105834532374100565021990405512042343616485595703125,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
61,s-2.6933345323741004762041484354995191097259521484375,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
62,s-2.280834532374100387386306465486995875835418701171875,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
63,s-1.8683345323741009647022792705683968961238861083984375,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
64,s-1.4558345323741008758844373005558736622333526611328125,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
65,s-1.043334532374100565021990405512042343616485595703125,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
66,s-0.63083453237410103131566074807778932154178619384765625,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
67,s-0.2183345323741008592310919311785255558788776397705078125,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
68,s0.194165467625899257342325654462911188602447509765625,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
69,s0.60666546762589923513786516195978038012981414794921875,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
70,s1.0191654676258992129334046694566495716571807861328125,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
71,s1.4316654676258988576620367894065566360950469970703125,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
72,s1.8441654676258985023906689093564637005329132080078125,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
73,s2.256665467625899257342325654462911188602447509765625,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
74,s2.669165467625898902070957774412818253040313720703125,s-0.366906474820144323789605778074474073946475982666015625,s0,s0.40467625899280574
75,s3.081665467625899434978009594487957656383514404296875,s0.1330935251798557039659698375544394366443157196044921875,s180,s0.40467625899280574
76,s-3.256834532374100366070024392683990299701690673828125,s0.93309352517985555408586151315830647945404052734375,s180,s0.40467625899280574
77,s-2.844334532374100721341392272734083235263824462890625,s0.433093525179855498574710281900479458272457122802734375,s0,s0.40467625899280574
78,s-2.431834532374100632523550302721560001373291015625,s0.93309352517985555408586151315830647945404052734375,s180,s0.40467625899280574
79,s-2.0193345323741009877949181827716529369354248046875,s0.433093525179855498574710281900479458272457122802734375,s0,s0.40467625899280574
80,s-1.606834532374100898977076212759129703044891357421875,s0.93309352517985555408586151315830647945404052734375,s180,s0.40467625899280574
81,s-1.19433453237410081015923424274660646915435791015625,s0.433093525179855498574710281900479458272457122802734375,s0,s0.40467625899280574
82,s-0.78183453237410083236369473524973727762699127197265625,s0.93309352517985555408586151315830647945404052734375,s180,s0.40467625899280574
