id,x,y,deg,score
1,s-0.244923913043478436168953749074717052280902862548828125,s-2.806521739130435566522692170110531151294708251953125,s0,s0.4196476331521739
2,s0.167576086956521652648888220937806181609630584716796875,s-2.306521739130435566522692170110531151294708251953125,s180,s0.4196476331521739
3,s0.5800760869565217969778814222081564366817474365234375,s-2.806521739130435566522692170110531151294708251953125,s0,s0.4196476331521739
4,s0.9925760869565218857957233922206796705722808837890625,s-2.306521739130435566522692170110531151294708251953125,s180,s0.4196476331521739
5,s1.4050760869565219746135653622332029044628143310546875,s-2.806521739130435566522692170110531151294708251953125,s0,s0.4196476331521739
6,s1.8175760869565216193421974821831099689006805419921875,s-2.306521739130435566522692170110531151294708251953125,s180,s0.4196476331521739
7,s2.230076086956521042026224677101708948612213134765625,s-2.806521739130435566522692170110531151294708251953125,s0,s0.4196476331521739
8,s2.642576086956521574933276497176848351955413818359375,s-2.306521739130435566522692170110531151294708251953125,s180,s0.4196476331521739
9,s-2.870923913043478048479073549970053136348724365234375,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
10,s-2.458423913043478403750441430020146071910858154296875,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
11,s-2.04592391304347831493259946000762283802032470703125,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
12,s-1.633423913043478226114757489995099604129791259765625,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
13,s-1.2209239130434781372969155199825763702392578125,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
14,s-0.808423913043478048479073549970053136348724365234375,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
15,s-0.39592391304347829272813896750449202954769134521484375,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
16,s0.016576086956521830784172522044173092581331729888916015625,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
17,s0.429076086956521940418696203778381459414958953857421875,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
18,s0.8415760869565220847476894050487317144870758056640625,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
19,s1.2540760869565221735655313750612549483776092529296875,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
20,s1.6665760869565218182941634950111620128154754638671875,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
21,s2.079076086956521240978190689929760992527008056640625,s-1.506521739130435744158376110135577619075775146484375,s180,s0.4196476331521739
22,s2.491576086956521773885242510004900395870208740234375,s-2.006521739130435744158376110135577619075775146484375,s0,s0.4196476331521739
23,s-2.719923913043478247431039562798105180263519287109375,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
24,s-2.30742391304347815861319759278558194637298583984375,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
25,s-1.894923913043478069795355622773058712482452392578125,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
26,s-1.4824239130434782030221185777918435633182525634765625,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
27,s-1.0699239130434781142042766077793203294277191162109375,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
28,s-0.6574239130434780253864346377667970955371856689453125,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
29,s-0.244923913043478436168953749074717052280902862548828125,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
30,s0.167576086956521652648888220937806181609630584716796875,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
31,s0.5800760869565217969778814222081564366817474365234375,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
32,s0.9925760869565218857957233922206796705722808837890625,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
33,s1.4050760869565219746135653622332029044628143310546875,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
34,s1.8175760869565216193421974821831099689006805419921875,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
35,s2.230076086956521042026224677101708948612213134765625,s-1.2065217391304356997494551251293160021305084228515625,s0,s0.4196476331521739
36,s2.642576086956521574933276497176848351955413818359375,s-0.7065217391304354777048502000980079174041748046875,s180,s0.4196476331521739
37,s-2.870923913043478048479073549970053136348724365234375,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
38,s-2.458423913043478403750441430020146071910858154296875,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
39,s-2.04592391304347831493259946000762283802032470703125,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
40,s-1.633423913043478226114757489995099604129791259765625,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
41,s-1.2209239130434781372969155199825763702392578125,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
42,s-0.808423913043478048479073549970053136348724365234375,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
43,s-0.39592391304347829272813896750449202954769134521484375,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
44,s0.016576086956521830784172522044173092581331729888916015625,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
45,s0.429076086956521940418696203778381459414958953857421875,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
46,s0.8415760869565220847476894050487317144870758056640625,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
47,s1.2540760869565221735655313750612549483776092529296875,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
48,s1.6665760869565218182941634950111620128154754638671875,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
49,s2.079076086956521240978190689929760992527008056640625,s0.09347826086956474711531228649619151838123798370361328125,s180,s0.4196476331521739
50,s2.491576086956521773885242510004900395870208740234375,s-0.406521739130435266762475521318265236914157867431640625,s0,s0.4196476331521739
51,s-2.719923913043478247431039562798105180263519287109375,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
52,s-2.30742391304347815861319759278558194637298583984375,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
53,s-1.894923913043478069795355622773058712482452392578125,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
54,s-1.4824239130434782030221185777918435633182525634765625,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
55,s-1.0699239130434781142042766077793203294277191162109375,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
56,s-0.6574239130434780253864346377667970955371856689453125,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
57,s-0.244923913043478436168953749074717052280902862548828125,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
58,s0.167576086956521652648888220937806181609630584716796875,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
59,s0.5800760869565217969778814222081564366817474365234375,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
60,s0.9925760869565218857957233922206796705722808837890625,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
61,s1.4050760869565219746135653622332029044628143310546875,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
62,s1.8175760869565216193421974821831099689006805419921875,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
63,s2.230076086956521042026224677101708948612213134765625,s0.393478260869564611112991769914515316486358642578125,s0,s0.4196476331521739
64,s2.642576086956521574933276497176848351955413818359375,s0.893478260869564611112991769914515316486358642578125,s180,s0.4196476331521739
65,s-2.870923913043478048479073549970053136348724365234375,s1.6934782608695642114327029048581607639789581298828125,s180,s0.4196476331521739
66,s-2.458423913043478403750441430020146071910858154296875,s1.1934782608695642114327029048581607639789581298828125,s0,s0.4196476331521739
