id,x,y,deg,score
1,s1.2773409090909091379018036604975350201129913330078125,s-1.7772727272727271152774619622505269944667816162109375,s0,s0.5254545454545454
2,s-1.34865909090909052991946737165562808513641357421875,s-0.477272727272727348424297133533400483429431915283203125,s180,s0.5254545454545454
3,s-0.93615909090909099621313771422137506306171417236328125,s-0.9772727272727272929131459022755734622478485107421875,s0,s0.5254545454545454
4,s-0.5236590909090910184175982067245058715343475341796875,s-0.477272727272727348424297133533400483429431915283203125,s180,s0.5254545454545454
5,s-0.11115909090909108225542212267100694589316844940185546875,s-0.9772727272727272929131459022755734622478485107421875,s0,s0.5254545454545454
6,s0.30134090909090904819578327078488655388355255126953125,s-0.477272727272727348424297133533400483429431915283203125,s180,s0.5254545454545454
7,s0.713840909090909025991322778281755745410919189453125,s-0.9772727272727272929131459022755734622478485107421875,s0,s0.5254545454545454
8,s1.1263409090909093368537696733255870640277862548828125,s-0.477272727272727348424297133533400483429431915283203125,s180,s0.5254545454545454
9,s-1.1976590909090905068268284594523720443248748779296875,s-0.177272727272727248504224917269311845302581787109375,s0,s0.5254545454545454
10,s-0.78515909090909097312049880201811902225017547607421875,s0.322727272727272695984623851472861133515834808349609375,s180,s0.5254545454545454
11,s-0.372659090909090828791505600747768767178058624267578125,s-0.177272727272727248504224917269311845302581787109375,s0,s0.5254545454545454
12,s0.03984090909090896859279240516116260550916194915771484375,s0.322727272727272695984623851472861133515834808349609375,s180,s0.5254545454545454
13,s0.452340909090909126799573414245969615876674652099609375,s-0.177272727272727248504224917269311845302581787109375,s0,s0.5254545454545454
14,s0.8648409090909090490839616904850117862224578857421875,s0.322727272727272695984623851472861133515834808349609375,s180,s0.5254545454545454
15,s1.2773409090909091379018036604975350201129913330078125,s-0.177272727272727248504224917269311845302581787109375,s0,s0.5254545454545454
16,s-1.34865909090909052991946737165562808513641357421875,s1.1227272727272732399939059177995659410953521728515625,s180,s0.5254545454545454
17,s-0.93615909090909099621313771422137506306171417236328125,s0.6227272727272730179493009927682578563690185546875,s0,s0.5254545454545454
18,s-0.5236590909090910184175982067245058715343475341796875,s1.1227272727272732399939059177995659410953521728515625,s180,s0.5254545454545454
19,s-0.11115909090909108225542212267100694589316844940185546875,s0.6227272727272730179493009927682578563690185546875,s0,s0.5254545454545454
20,s0.30134090909090904819578327078488655388355255126953125,s1.1227272727272732399939059177995659410953521728515625,s180,s0.5254545454545454
21,s0.713840909090909025991322778281755745410919189453125,s0.6227272727272730179493009927682578563690185546875,s0,s0.5254545454545454
22,s1.1263409090909093368537696733255870640277862548828125,s1.1227272727272732399939059177995659410953521728515625,s180,s0.5254545454545454
