id,x,y,deg,score
1,s-1.253583969465648539909352621180005371570587158203125,s-2.658778625954199004155498187174089252948760986328125,s180,s0.42379695419847324
2,s-0.84108396946564900620302296374575234949588775634765625,s-3.158778625954199004155498187174089252948760986328125,s0,s0.42379695419847324
3,s-0.428583969465648861874029762475402094423770904541015625,s-2.658778625954199004155498187174089252948760986328125,s180,s0.42379695419847324
4,s-0.016083969465648821628445119813477504067122936248779296875,s-3.158778625954199004155498187174089252948760986328125,s0,s0.42379695419847324
5,s0.396416030534351315761654177549644373357295989990234375,s-2.658778625954199004155498187174089252948760986328125,s180,s0.42379695419847324
6,s0.80891603053435134906834491630434058606624603271484375,s-3.158778625954199004155498187174089252948760986328125,s0,s0.42379695419847324
7,s1.221416030534351104819279498769901692867279052734375,s-2.658778625954199004155498187174089252948760986328125,s180,s0.42379695419847324
8,s1.633916030534350749547911618719808757305145263671875,s-3.158778625954199004155498187174089252948760986328125,s0,s0.42379695419847324
9,s2.0464160305343508383657535887323319911956787109375,s-2.658778625954199004155498187174089252948760986328125,s180,s0.42379695419847324
10,s2.458916030534350483094385708682239055633544921875,s-3.158778625954199004155498187174089252948760986328125,s0,s0.42379695419847324
11,s2.87141603053435101600143752875737845897674560546875,s-2.658778625954199004155498187174089252948760986328125,s180,s0.42379695419847324
12,s3.28391603053435066073006964870728552341461181640625,s-3.158778625954199004155498187174089252948760986328125,s0,s0.42379695419847324
13,s-3.46708396946564878504659645841456949710845947265625,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
14,s-3.05458396946564914031796433846466243267059326171875,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
15,s-2.642083969465649051500122368452139198780059814453125,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
16,s-2.229583969465649406771490248502232134342193603515625,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
17,s-1.8170839694656486518198335033957846462726593017578125,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
18,s-1.4045839694656485630019915333832614123821258544921875,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
19,s-0.99208396946564880725105695091770030558109283447265625,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
20,s-0.57958396946564871843321498090517707169055938720703125,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
21,s-0.16708396946564862961537301089265383780002593994140625,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
22,s0.2454160305343514869580445747487829066812992095947265625,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
23,s0.65791603053435154802031092913239262998104095458984375,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
24,s1.070416030534351303771245511597953736782073974609375,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
25,s1.482916030534350948499877631547860801219940185546875,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
26,s1.895416030534351481406929451623000204563140869140625,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
27,s2.30791603053435068204635172151029109954833984375,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
28,s2.72041603053435121495340354158543050289154052734375,s-2.358778625954199181791182127199135720729827880859375,s0,s0.42379695419847324
29,s3.13291603053435085968203566153533756732940673828125,s-1.85877862595419873770197227713651955127716064453125,s180,s0.42379695419847324
30,s-3.31608396946564898399856247124262154102325439453125,s-1.5587786259541986932930512921302579343318939208984375,s0,s0.42379695419847324
31,s-2.903583969465648895180720501230098307132720947265625,s-1.0587786259541989153376562171615660190582275390625,s180,s0.42379695419847324
32,s-2.491083969465649250452088381280191242694854736328125,s-1.5587786259541986932930512921302579343318939208984375,s0,s0.42379695419847324
