id,x,y,deg,score
1,s-0.43995348837209302672590638394467532634735107421875,s-2.2895348837209308356932524475269019603729248046875,s180,s0.4047674418604653
2,s-0.0274534883720933542416986483658547513186931610107421875,s-2.7895348837209308356932524475269019603729248046875,s0,s0.4047674418604653
3,s0.385046511627906706820567706017754971981048583984375,s-2.2895348837209308356932524475269019603729248046875,s180,s0.4047674418604653
4,s0.79754651162790679563840967603027820587158203125,s-2.7895348837209308356932524475269019603729248046875,s0,s0.4047674418604653
5,s1.210046511627906884456251646042801439762115478515625,s-2.2895348837209308356932524475269019603729248046875,s180,s0.4047674418604653
6,s1.62254651162790697327409361605532467365264892578125,s-2.7895348837209308356932524475269019603729248046875,s0,s0.4047674418604653
7,s2.035046511627907062091935586067847907543182373046875,s-2.2895348837209308356932524475269019603729248046875,s180,s0.4047674418604653
8,s2.447546511627906706820567706017754971981048583984375,s-2.7895348837209308356932524475269019603729248046875,s0,s0.4047674418604653
9,s-2.653453488372092383684730521054007112979888916015625,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
10,s-2.240953488372092738956098401104100048542022705078125,s-1.9895348837209312353735413125832565128803253173828125,s0,s0.4047674418604653
11,s-1.828453488372093094227466281154192984104156494140625,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
12,s-1.4159534883720932274542292361729778349399566650390625,s-1.9895348837209312353735413125832565128803253173828125,s0,s0.4047674418604653
13,s-1.0034534883720931386363872661604546010494232177734375,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
14,s-0.5909534883720930498185452961479313671588897705078125,s-1.9895348837209312353735413125832565128803253173828125,s0,s0.4047674418604653
15,s-0.1784534883720931552897326355378027074038982391357421875,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
16,s0.234046511627906905772533718845807015895843505859375,s-1.9895348837209312353735413125832565128803253173828125,s0,s0.4047674418604653
17,s0.646546511627906994590375688858330249786376953125,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
18,s1.059046511627907083408217658870853483676910400390625,s-1.9895348837209312353735413125832565128803253173828125,s0,s0.4047674418604653
19,s1.47154651162790717222605962888337671756744384765625,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
20,s1.88404651162790681695469174883328378200531005859375,s-1.9895348837209312353735413125832565128803253173828125,s0,s0.4047674418604653
21,s2.296546511627906905772533718845807015895843505859375,s-1.4895348837209312353735413125832565128803253173828125,s180,s0.4047674418604653
22,s-2.502453488372092582636696533882059156894683837890625,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
23,s-2.089953488372092493818854563869535923004150390625,s-0.68953488372093085789771294003003276884555816650390625,s180,s0.4047674418604653
24,s-1.6774534883720930711348273689509369432926177978515625,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
25,s-1.26495348837209320436159032396972179412841796875,s-0.68953488372093085789771294003003276884555816650390625,s180,s0.4047674418604653
26,s-0.852453488372093115543748353957198560237884521484375,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
27,s-0.43995348837209302672590638394467532634735107421875,s-0.68953488372093085789771294003003276884555816650390625,s180,s0.4047674418604653
28,s-0.0274534883720933542416986483658547513186931610107421875,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
29,s0.385046511627906706820567706017754971981048583984375,s-0.68953488372093085789771294003003276884555816650390625,s180,s0.4047674418604653
30,s0.79754651162790679563840967603027820587158203125,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
31,s1.210046511627906884456251646042801439762115478515625,s-0.68953488372093085789771294003003276884555816650390625,s180,s0.4047674418604653
32,s1.62254651162790697327409361605532467365264892578125,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
33,s2.035046511627907062091935586067847907543182373046875,s-0.68953488372093085789771294003003276884555816650390625,s180,s0.4047674418604653
34,s2.447546511627906706820567706017754971981048583984375,s-1.18953488372093119096462032757699489593505859375,s0,s0.4047674418604653
35,s-2.653453488372092383684730521054007112979888916015625,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
36,s-2.240953488372092738956098401104100048542022705078125,s-0.38953488372093059144418702999246306717395782470703125,s0,s0.4047674418604653
37,s-1.828453488372093094227466281154192984104156494140625,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
38,s-1.4159534883720932274542292361729778349399566650390625,s-0.38953488372093059144418702999246306717395782470703125,s0,s0.4047674418604653
39,s-1.0034534883720931386363872661604546010494232177734375,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
40,s-0.5909534883720930498185452961479313671588897705078125,s-0.38953488372093059144418702999246306717395782470703125,s0,s0.4047674418604653
41,s-0.1784534883720931552897326355378027074038982391357421875,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
42,s0.234046511627906905772533718845807015895843505859375,s-0.38953488372093059144418702999246306717395782470703125,s0,s0.4047674418604653
43,s0.646546511627906994590375688858330249786376953125,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
44,s1.059046511627907083408217658870853483676910400390625,s-0.38953488372093059144418702999246306717395782470703125,s0,s0.4047674418604653
45,s1.47154651162790717222605962888337671756744384765625,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
46,s1.88404651162790681695469174883328378200531005859375,s-0.38953488372093059144418702999246306717395782470703125,s0,s0.4047674418604653
47,s2.296546511627906905772533718845807015895843505859375,s0.110465116279069353044661738749709911644458770751953125,s180,s0.4047674418604653
48,s-2.502453488372092582636696533882059156894683837890625,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
49,s-2.089953488372092493818854563869535923004150390625,s0.91046511627906900887552410495118238031864166259765625,s180,s0.4047674418604653
50,s-1.6774534883720930711348273689509369432926177978515625,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
51,s-1.26495348837209320436159032396972179412841796875,s0.91046511627906900887552410495118238031864166259765625,s180,s0.4047674418604653
52,s-0.852453488372093115543748353957198560237884521484375,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
53,s-0.43995348837209302672590638394467532634735107421875,s0.91046511627906900887552410495118238031864166259765625,s180,s0.4047674418604653
54,s-0.0274534883720933542416986483658547513186931610107421875,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
55,s0.385046511627906706820567706017754971981048583984375,s0.91046511627906900887552410495118238031864166259765625,s180,s0.4047674418604653
56,s0.79754651162790679563840967603027820587158203125,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
57,s1.210046511627906884456251646042801439762115478515625,s0.91046511627906900887552410495118238031864166259765625,s180,s0.4047674418604653
58,s1.62254651162790697327409361605532467365264892578125,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
59,s2.035046511627907062091935586067847907543182373046875,s0.91046511627906900887552410495118238031864166259765625,s180,s0.4047674418604653
60,s2.447546511627906706820567706017754971981048583984375,s0.41046511627906923092012902998249046504497528076171875,s0,s0.4047674418604653
61,s-2.653453488372092383684730521054007112979888916015625,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
62,s-2.240953488372092738956098401104100048542022705078125,s1.210465116279068720217537702410481870174407958984375,s0,s0.4047674418604653
63,s-1.828453488372093094227466281154192984104156494140625,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
64,s-1.4159534883720932274542292361729778349399566650390625,s1.210465116279068720217537702410481870174407958984375,s0,s0.4047674418604653
65,s-1.0034534883720931386363872661604546010494232177734375,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
66,s-0.5909534883720930498185452961479313671588897705078125,s1.210465116279068720217537702410481870174407958984375,s0,s0.4047674418604653
67,s-0.1784534883720931552897326355378027074038982391357421875,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
68,s0.234046511627906905772533718845807015895843505859375,s1.210465116279068720217537702410481870174407958984375,s0,s0.4047674418604653
69,s0.646546511627906994590375688858330249786376953125,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
70,s1.059046511627907083408217658870853483676910400390625,s1.210465116279068720217537702410481870174407958984375,s0,s0.4047674418604653
71,s1.47154651162790717222605962888337671756744384765625,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
72,s1.88404651162790681695469174883328378200531005859375,s1.210465116279068720217537702410481870174407958984375,s0,s0.4047674418604653
73,s2.296546511627906905772533718845807015895843505859375,s1.710465116279068720217537702410481870174407958984375,s180,s0.4047674418604653
74,s-2.502453488372092582636696533882059156894683837890625,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
75,s-2.089953488372092493818854563869535923004150390625,s2.5104651162790698748494833125732839107513427734375,s180,s0.4047674418604653
76,s-1.6774534883720930711348273689509369432926177978515625,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
77,s-1.26495348837209320436159032396972179412841796875,s2.5104651162790698748494833125732839107513427734375,s180,s0.4047674418604653
78,s-0.852453488372093115543748353957198560237884521484375,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
79,s-0.43995348837209302672590638394467532634735107421875,s2.5104651162790698748494833125732839107513427734375,s180,s0.4047674418604653
80,s-0.0274534883720933542416986483658547513186931610107421875,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
81,s0.385046511627906706820567706017754971981048583984375,s2.5104651162790698748494833125732839107513427734375,s180,s0.4047674418604653
82,s0.79754651162790679563840967603027820587158203125,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
83,s1.210046511627906884456251646042801439762115478515625,s2.5104651162790698748494833125732839107513427734375,s180,s0.4047674418604653
84,s1.62254651162790697327409361605532467365264892578125,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
85,s2.035046511627907062091935586067847907543182373046875,s2.5104651162790698748494833125732839107513427734375,s180,s0.4047674418604653
86,s2.447546511627906706820567706017754971981048583984375,s2.0104651162790698748494833125732839107513427734375,s0,s0.4047674418604653
